direccion|precio_uf|metros_cuadrados|dormitorios|banios|latitude|longitude|url
San Diego 1344, Santiago Centro, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|1600|31|1|1|-33.4629535|-70.6487813|https://www.portalinmobiliario.com/MLC-1447832621-1-dorm-1-bano-en-pleno-santiago-metro-parque-ohiggins-_JM#position=36&search_layout=grid&type=item&tracking_id=ab73074f-879e-47ba-97fc-3ac57689706a
Santo Domingo, 750, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2418|46|2|2|-33.435806|-70.647873|https://www.portalinmobiliario.com/MLC-2320755164-depto-inversion-2d-2b-1bodega-santiago-_JM#position=30&search_layout=grid&type=item&tracking_id=a10e7d70-60f1-4b35-ba57-4b58ccfe8b29
Tucapel Jimenez 76, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3199|50|1|1|-33.4433398|-70.6591986|https://www.portalinmobiliario.com/MLC-1476514481-vende-loft-centro-historico-_JM#position=28&search_layout=grid&type=item&tracking_id=3699db9e-8e7e-4aa9-8e0a-fe4f61e1f83b
Manuel Antonio Tocornal Esquina Argomedo, Santa Isabel, Santiago, RM (Metropolitana)|2956|61|3|2|-33.4506766|-70.6400078|https://www.portalinmobiliario.com/MLC-1474438685-confort-y-conveniencia-amplio-departamento-3d2b-en-stgo-_JM#position=3&search_layout=grid&type=item&tracking_id=a641bcb9-690b-417a-9aef-71503f226b7a
Tocornal 455, Santa Isabel, Santiago, RM (Metropolitana)|1850|40|1|1|-33.4488927|-70.6407097|https://www.portalinmobiliario.com/MLC-2268853764-venta-depto-1d-1b-y-bodega-a-cuadras-de-metro-san-lucia-_JM#position=18&search_layout=grid&type=item&tracking_id=860b5343-80ff-4fb0-8114-58a9f2a757f3
Bandera / General Mackenna, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2835|52|2|2|-33.4332907|-70.6533075|https://www.portalinmobiliario.com/MLC-2117635336-departamento-bandera-general-mackenna-id-94628-_JM#position=31&search_layout=grid&type=item&tracking_id=4824a552-af29-4cd8-87fb-e5735ddcaf98
Lord Cochrane / Tarapacá, Bulnes, Santiago, RM (Metropolitana)|3600|53|2|2|-33.4484614|-70.655255|https://www.portalinmobiliario.com/MLC-2117686736-departamento-lord-cochrane-tarapaca-id-98556-_JM#position=11&search_layout=grid&type=item&tracking_id=13ee6dd5-14c5-4908-b400-db239a6433fd
Marcoleta 462, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2600|36|1|1|-33.4435248|-70.6422904|https://www.portalinmobiliario.com/MLC-1472462711-departamento-excelente-ubicacion-_JM#position=43&search_layout=grid&type=item&tracking_id=1717326b-7b75-48ab-86e0-9eb4ce8f574c
Ñuble, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2700|41|1|1|-33.4690487|-70.6263731|https://www.portalinmobiliario.com/MLC-2121803688-venta-departamento-nunoa-metro-nuble-_JM#position=37&search_layout=grid&type=item&tracking_id=34ecf2cd-8e9a-46f6-b079-e8a3289cf79c
Metro Santa Lucia, Diagonal Paraguay, Barrio San Borja, Santiago, RM (Metropolitana)|5200|102|3|2|-33.44287|-70.642325|https://www.portalinmobiliario.com/MLC-2231216626-departamento-en-venta-de-3-dorm-en-santiago-_JM#position=45&search_layout=grid&type=item&tracking_id=5591f879-676e-4656-aacd-4c634b94f5b8
Vendo Departamento General Makena 1555, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2470|35|1|1|-33.4331831|-70.659563|https://www.portalinmobiliario.com/MLC-2224399700-vendo-departamento-general-makena-1555-_JM#position=20&search_layout=grid&type=item&tracking_id=feed9058-fd81-49fc-b95e-4ff3f7520f6a
Lord Cochare, 1 - 300, Parque Almagro, Santiago, RM (Metropolitana)|2400|38|2|1|-33.4501479|-70.6544559|https://www.portalinmobiliario.com/MLC-2244153754-venta-departamento-santiago-_JM#position=40&search_layout=grid&type=item&tracking_id=1bf44437-986d-4cfe-8f9c-77f07a1dd275
Precio Rebajado Hermoso Depto En Venta 1d+1b, Santa Isabel, Santiago, RM (Metropolitana)|2300|35|1|1|-33.4488927|-70.6407097|https://www.portalinmobiliario.com/MLC-1477062193-precio-rebajado-hermoso-depto-en-venta-1d1b-_JM#position=5&search_layout=grid&type=item&tracking_id=1876426f-c6ea-4154-89ed-ecf6891ff8ae
Tucapel Jimenez 56, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1580|38|1|1|-33.4438951|-70.6589949|https://www.portalinmobiliario.com/MLC-1472492765-oportunidad-departamento-pleno-centro-1-dormitorio-_JM#position=7&search_layout=grid&type=item&tracking_id=ecdb45d2-9a53-4d84-9596-557b47614778
San Isidro 435, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|1850|38|2|1|-33.4494869|-70.6434748|https://www.portalinmobiliario.com/MLC-1434574293-deptos-edificio-san-isidro-centro-_JM#position=47&search_layout=grid&type=item&tracking_id=2edf3943-efe5-4003-9c39-44867b9e9402
Santo Domingo 2246, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)|1505|27|1|1|-33.4381514|-70.6676997|https://www.portalinmobiliario.com/MLC-1476500739-departamento-a-pasos-del-metro-cumming-_JM#position=16&search_layout=grid&type=item&tracking_id=3e7f88fd-8efd-42fb-b05a-1025963596ed
Bandera, 883, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1180|28|1|1|-33.4332768|-70.6531042|https://www.portalinmobiliario.com/MLC-2311189554-departamento-estudio-en-pleno-centro-de-santiago-_JM#position=47&search_layout=grid&type=item&tracking_id=07da5b4d-f244-42bd-8a63-1e01476fcd2e
Enrique Mac Iver, 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1746|35|1|1|-33.4386219|-70.6473041|https://www.portalinmobiliario.com/MLC-1456952919-amplio-y-antiguo-con-ascensor-m-bellas-artes-_JM#position=38&search_layout=grid&type=item&tracking_id=c8438234-aa78-4abf-bca7-0237e04d9eb6
Carmen 418, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2600|32|1|1|-33.4490076|-70.6417258|https://www.portalinmobiliario.com/MLC-2326994154-incluye-estacionamiento-carmen-418-_JM#position=28&search_layout=grid&type=item&tracking_id=4f2f3afc-fd1f-4279-ad64-dd088f01bc11
Compañía De Jesús 2499, Santiago, Región Metropolitana, Chile, Barrio Yungay, Santiago, RM (Metropolitana)|2100|34|1|1|-33.4404924|-70.6711874|https://www.portalinmobiliario.com/MLC-2381837634-compania-2499-esquina-garcia-reyes-_JM#position=20&search_layout=grid&type=item&tracking_id=f308d7ef-fe25-4a32-9fd8-612f2e0d33a1
Compañía De Jesús, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3149|54|2|2|-33.4386557|-70.6573617|https://www.portalinmobiliario.com/MLC-1442314525-departamento-compania-de-jesus-id-97551-_JM#position=1&search_layout=grid&type=item&tracking_id=4c8b3c96-250c-4842-82c7-a83e71464974
Barrio República, Santiago, RM (Metropolitana)|1507|28|1|1|-33.4540375|-70.6716169|https://www.portalinmobiliario.com/MLC-2090598926-gorbea-2551-_JM#position=39&search_layout=grid&type=item&tracking_id=2c7cc6b8-ec00-4cc1-b647-fadd07f65965
Calle San Ignacio De Loyola 691. Comuna De Santiago. Región Metropolitana., Parque Almagro, Santiago, RM (Metropolitana)|2578|29|1|1|-33.454297|-70.6558766|https://www.portalinmobiliario.com/MLC-1827273014-departamento-en-venta-de-1-dorm-en-santiago-metro-toesca-_JM#position=5&search_layout=grid&type=item&tracking_id=d055177d-acc3-4715-9fd0-810727db43a5
Lira 300 - 600, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2100|40|2|1|-33.4490621|-70.639387|https://www.portalinmobiliario.com/MLC-2339793570-departamento-en-lira-con-santa-isabel-_JM#position=13&search_layout=grid&type=item&tracking_id=1717326b-7b75-48ab-86e0-9eb4ce8f574c
General Mackenna, 0, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2704|49|2|1|-33.432899|-70.659806|https://www.portalinmobiliario.com/MLC-1463851447-oportunidad-metro-santa-ana-2d-1bano-_JM#position=12&search_layout=grid&type=item&tracking_id=b1d873fb-aff6-4adb-ab65-ba5a75f26ed0
Avenida Portugal 990, Santiago Centro, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3500|60|3|2|-33.4550149|-70.6334595|https://www.portalinmobiliario.com/MLC-2167435944-3-dorm-2-banos-estac-en-santiago-metro-irarrazaval-_JM#position=38&search_layout=grid&type=item&tracking_id=b94d8405-e9dd-4e59-9bff-ba9a3e095377
Centrico, Metro Cal Y Canto, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1850|64|1|1|-33.4332637|-70.6533075|https://www.portalinmobiliario.com/MLC-2369319760-centrico-metro-cal-y-canto-7902-_JM#position=29&search_layout=grid&type=item&tracking_id=66bc2cea-04f4-46ec-af43-44861db2ec3d
Granados 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|1850|43|2|1|-33.4454965|-70.6432889|https://www.portalinmobiliario.com/MLC-1434574863-dptos-edificio-granados-2d-1b-1d-1b-_JM#position=11&search_layout=grid&type=item&tracking_id=2edf3943-efe5-4003-9c39-44867b9e9402
Barrio Universitario Oportunidad, Bulnes, Santiago, RM (Metropolitana)|1998|38|1|1|-33.449137|-70.655865|https://www.portalinmobiliario.com/MLC-2353396312-barrio-universitario-oportunidad-_JM#position=33&search_layout=grid&type=item&tracking_id=98d86d59-1cf9-435d-bf9f-4b9f369b3137
San Diego, Santiago, RM (Metropolitana)|2300|42|1|1|-33.449153|-70.649708|https://www.portalinmobiliario.com/MLC-1472450831-se-vende-departamento-santiago-36m2-_JM#position=33&search_layout=grid&type=item&tracking_id=4aad1e5b-ef77-4198-82c2-2fbed9ffeb76
Fray Camilo Henríquez, Santa Isabel, Santiago, RM (Metropolitana)|2096|39|2|1|-33.4473559|-70.6344593|https://www.portalinmobiliario.com/MLC-2065846076-departamento-fray-camilo-henriquez-id-106657-_JM#position=1&search_layout=grid&type=item&tracking_id=319a118d-4a66-464a-abf2-7887ae2971a1
Serrano 266, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|1950|30|1|1|-33.448118|-70.6484594|https://www.portalinmobiliario.com/MLC-2212257972-se-venden-tres-departamentos-serrano-266-_JM#position=29&search_layout=grid&type=item&tracking_id=5d04377c-6937-4a26-8154-fb26f02add0f
Departamento En Venta 1 Dormitorio En Santiago Centro Metro, San Diego, Santiago, RM (Metropolitana)|2230|35|1|1|-33.450231|-70.6456473|https://www.portalinmobiliario.com/MLC-2349541238-departamento-en-venta-1-dormitorio-en-santiago-centro-metro-_JM#position=6&search_layout=grid&type=item&tracking_id=915a17f7-94d3-4840-be5d-b109c30f5989
Santa Elena 1631, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2850|29|1|1|-33.465679|-70.628548|https://www.portalinmobiliario.com/MLC-2085505642-edificio-santa-elena-1-est-vista-sur-piso-23-_JM#position=12&search_layout=grid&type=item&tracking_id=34ecf2cd-8e9a-46f6-b079-e8a3289cf79c
San Diego 1473, Parque O'Higgins, Santiago, RM (Metropolitana)|1800|0|2|1|-33.465248|-70.648949|https://www.portalinmobiliario.com/MLC-1454772443-edificio-san-diego-piso-16-_JM#position=43&search_layout=grid&type=item&tracking_id=ab73074f-879e-47ba-97fc-3ac57689706a
Barrio San Borja, Santiago, RM (Metropolitana)|5800|65|3|2|-33.4406184|-70.6414034|https://www.portalinmobiliario.com/MLC-1472492565-departamento-en-barrio-lastarria-3d2b-_JM#position=4&search_layout=grid&type=item&tracking_id=1d23ee1a-d190-4b8c-a218-96881b06753d
Pasos De Metro Irarrazaval. Mckenna Y Sta Elvira, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|1810|33|0|1|-33.4573228|-70.62965|https://www.portalinmobiliario.com/MLC-2378653128-departamento-en-venta-en-santiago-_JM#position=16&search_layout=grid&type=item&tracking_id=ef370f69-7c20-4ba1-821a-216af5d8a91d
Argomedo, Santa Isabel, Santiago, RM (Metropolitana)|3493|67|2|2|-33.449949|-70.6379912|https://www.portalinmobiliario.com/MLC-2382956464-departamento-argomedo-id-125711-_JM#position=29&search_layout=grid&type=item&tracking_id=1b2ac868-87b2-4cb4-b9fe-5c97faa2dccc
Eleuterio Ramirez / Metro U. De Chile, San Diego, Santiago, RM (Metropolitana)|2000|40|1|0|-33.4491533|-70.6497087|https://www.portalinmobiliario.com/MLC-1442148805-eleuterio-ramirez-metro-u-de-chile-_JM#position=27&search_layout=grid&type=item&tracking_id=0622dfbd-7753-4981-b918-d3fdfe03f135
Ap Departamento En Venta En Santiago, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1800|38|1|1|-33.4333882|-70.6584614|https://www.portalinmobiliario.com/MLC-2381807674-ap-departamento-en-venta-en-santiago-_JM#position=14&search_layout=grid&type=item&tracking_id=958c33f1-abd7-48a3-9d06-660520505b9d
Santo Domingo 760, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1695|33|1|1|-33.4361517|-70.6482577|https://www.portalinmobiliario.com/MLC-2378670812-se-vende-santo-domingo-san-antonio-1-dorm-_JM#position=39&search_layout=grid&type=item&tracking_id=63c47a80-3763-4db2-a1b3-817ccd1539f1
10% De Descuento Bello Dto 1 Dorm 1 Baño, Terraza, San Diego, Santiago, RM (Metropolitana)|2250|32|1|1|-33.4512122|-70.6466826|https://www.portalinmobiliario.com/MLC-2337152984-10-de-descuento-bello-dto-1-dorm-1-bano-terraza-_JM#position=32&search_layout=grid&type=item&tracking_id=19c2411a-352c-4da1-8518-8ed69b0a4822
Tarapacá, Bulnes, Santiago, RM (Metropolitana)|3990|72|3|2|-33.446985|-70.648099|https://www.portalinmobiliario.com/MLC-1462793213-departamento-tarapaca-id-121433-_JM#position=3&search_layout=grid&type=item&tracking_id=c0ca3a4d-16e8-4b3e-a32c-ca17797820c3
Excelente Oportunidad De Inversión 1d/1b Metro Almagro, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2150|39|1|1|-33.4523264|-70.6438661|https://www.portalinmobiliario.com/MLC-1475346071-excelente-oportunidad-de-inversion-1d1b-metro-almagro-_JM#position=11&search_layout=grid&type=item&tracking_id=b94d8405-e9dd-4e59-9bff-ba9a3e095377
2d 2b Metro Irarrázaval, Barrio Diez de Julio, Santiago, RM (Metropolitana)|4200|68|2|2|-33.450324|-70.6336952|https://www.portalinmobiliario.com/MLC-1458566013-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=10&search_layout=grid&type=item&tracking_id=f04286ff-65e1-4cdb-bcf5-23b1c42ef423
San Isidro, 292, Santa Isabel, Santiago, RM (Metropolitana)|2499|46|2|1|-33.4476803|-70.6438279|https://www.portalinmobiliario.com/MLC-1477302993-luminoso-departamento-metro-santa-lucia-2d1b-_JM#position=42&search_layout=grid&type=item&tracking_id=1876426f-c6ea-4154-89ed-ecf6891ff8ae
Barrio Lastarria, Santiago, RM (Metropolitana)|17000|261|7|4|-33.4367418|-70.6400514|https://www.portalinmobiliario.com/MLC-1791974692-maravilloso-departamento-duplex-frente-a-parque-forestal-_JM#position=44&search_layout=grid&type=item&tracking_id=c8438234-aa78-4abf-bca7-0237e04d9eb6
Moneda/tucapel Jimenez, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1870|27|1|1|-33.442809|-70.6597944|https://www.portalinmobiliario.com/MLC-2068920950-venta-departamento-en-santiago-studio-27mt2-terraza-_JM#position=1&search_layout=grid&type=item&tracking_id=5425bdae-887e-4446-bcfb-fc668b3550a6
Ismael Valdés Vergara 350, Santiago, Chile, Barrio Lastarria, Santiago, RM (Metropolitana)|6300|129|4|2|-33.4363599|-70.6421498|https://www.portalinmobiliario.com/MLC-1457907347-precioso-doble-altura-parque-forestal-_JM#position=5&search_layout=grid&type=item&tracking_id=44b619c3-ad1c-4eeb-8fc9-84dcce2c1c18
Tarapaca 752, Bulnes, Santiago, RM (Metropolitana)|2100|35|1|1|-33.446621|-70.6460771|https://www.portalinmobiliario.com/MLC-2263694400-refv12576-venta-1dormitorio-1bano-_JM#position=13&search_layout=grid&type=item&tracking_id=5d04377c-6937-4a26-8154-fb26f02add0f
Santo Domingo 600 - 900, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2684|50|2|2|-33.4357535|-70.6468307|https://www.portalinmobiliario.com/MLC-2161615488-bello-dpto-metro-bellas-artes-estacionamiento-y-bodega-_JM#position=2&search_layout=grid&type=item&tracking_id=bd9e874a-566e-485f-93cd-a1c587410e63
Vicuña Mackenna 625, Santa Isabel, Santiago, RM (Metropolitana)|2780|37|1|1|-33.449242|-70.632042|https://www.portalinmobiliario.com/MLC-2085505612-edificio-vicuna-mackenna-piso-20-_JM#position=43&search_layout=grid&type=item&tracking_id=2edf3943-efe5-4003-9c39-44867b9e9402
Club Hípico 401, 8370232 Santiago, Región Metropolitana, Chile, Barrio República, Santiago, RM (Metropolitana)|2956|56|2|1|-33.453034|-70.6652037|https://www.portalinmobiliario.com/MLC-2274085992-club-hipicogorbea2d1bestacbodega-_JM#position=29&search_layout=grid&type=item&tracking_id=2c7cc6b8-ec00-4cc1-b647-fadd07f65965
San Diego 1473, Parque O'Higgins, Santiago, RM (Metropolitana)|1800|0|2|1|-33.465248|-70.648949|https://www.portalinmobiliario.com/MLC-1454856321-edificio-san-diego-piso-17-_JM#position=4&search_layout=grid&type=item&tracking_id=19e9dcd2-f0ff-4664-bb16-516cea3bc611
Chiloé 1221, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|2650|38|2|1|-33.4613628|-70.646143|https://www.portalinmobiliario.com/MLC-2065081640-departamento-en-chiloe-_JM#position=33&search_layout=grid&type=item&tracking_id=67e6b74e-2e3d-452a-96a0-4e68d9a1f502
Santa Victoria 360, Santa Isabel, Santiago, RM (Metropolitana)|2760|48|2|1|-33.4490188|-70.6373848|https://www.portalinmobiliario.com/MLC-1452638415-comodo-departamento-en-venta-_JM#position=25&search_layout=grid&type=item&tracking_id=5ef97249-5004-442d-af04-66956ff68288
Moneda 1617, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2300|35|1|1|-33.4426102|-70.659205|https://www.portalinmobiliario.com/MLC-2357086462-depto-1-dormitorio-1-bano-moneda-con-tucapel-jimenez-_JM#position=12&search_layout=grid&type=item&tracking_id=060baa90-8b2b-435c-8bd4-78d129392cd3
Tarapacá, Bulnes, Santiago, RM (Metropolitana)|1850|33|1|1|-33.4471549|-70.648777|https://www.portalinmobiliario.com/MLC-2117725430-departamento-tarapaca-id-96846-_JM#position=40&search_layout=grid&type=item&tracking_id=f24f6532-afea-4963-9918-2c229fe3edb6
Parque O'Higgins, Santiago, RM (Metropolitana)|13420|42|2|1|-33.463113|-70.648865|https://www.portalinmobiliario.com/MLC-2324480792-oportunidad-inversionista-6-deptos-2d-_JM#position=27&search_layout=grid&type=item&tracking_id=4824a552-af29-4cd8-87fb-e5735ddcaf98
Venta De Departamento En Santiago Centro, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3100|114|2|2|-33.43634|-70.65504|https://www.portalinmobiliario.com/MLC-1476601079-venta-de-departamento-en-santiago-centro-23251-_JM#position=41&search_layout=grid&type=item&tracking_id=cac34015-82c8-48da-84ce-baa4479e3461
Metro Estación Parque Almagro, Santa Isabel, Santiago, RM (Metropolitana)|2899|63|2|2|-33.4490076|-70.6417258|https://www.portalinmobiliario.com/MLC-1474645571-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=25&search_layout=grid&type=item&tracking_id=1ea50ae8-cf68-41d7-8be0-18e64d4a743f
Fray Camilo Henriquez 650, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3500|39|1|1|-33.450324|-70.6336952|https://www.portalinmobiliario.com/MLC-2383568142-hermoso-departamento-amoblado-en-quotedificio-neo-stylequ-_JM#position=35&search_layout=grid&type=item&tracking_id=ba845553-34b4-438a-bce1-14c3dc04df0d
Tocornal 636, Santa Isabel, Santiago, RM (Metropolitana)|2190|28|1|1|-33.4509514|-70.6397276|https://www.portalinmobiliario.com/MLC-1475202613-edificio-tocornal-_JM#position=27&search_layout=grid&type=item&tracking_id=c8438234-aa78-4abf-bca7-0237e04d9eb6
San Martín 237, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2338|54|2|2|-33.4411805|-70.6577876|https://www.portalinmobiliario.com/MLC-1458889925-vendo-departamento-2d-2b-cerca-metro-santa-ana-_JM#position=22&search_layout=grid&type=item&tracking_id=34983efa-9680-42f4-9f81-377a79c05b49
Metro Los Héroes / Almirante Barroso, Barrio Brasil, Santiago, RM (Metropolitana)|1950|30|1|1|-33.4434618|-70.6613167|https://www.portalinmobiliario.com/MLC-2345541388-metro-los-heroes-almirante-barroso-_JM#position=41&search_layout=grid&type=item&tracking_id=0f7da077-303f-4976-aa9e-a02565200f8b
Metro Santa Ana / Santo Domingo, Barrio Brasil, Santiago, RM (Metropolitana)|2500|19|1|1|-33.4375409|-70.6619095|https://www.portalinmobiliario.com/MLC-1448084023-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=40&search_layout=grid&type=item&tracking_id=0f7da077-303f-4976-aa9e-a02565200f8b
Compania De Jesus, 2633, Barrio Yungay, Santiago, RM (Metropolitana)|2170|44|2|2|-33.440713|-70.672702|https://www.portalinmobiliario.com/MLC-1467812595-hermoso-y-acogedor-departamento-_JM#position=42&search_layout=grid&type=item&tracking_id=5575e832-fec4-4dea-ac39-565149c89577
Tarapacá, Bulnes, Santiago, RM (Metropolitana)|2100|34|1|1|-33.4471998|-70.6484014|https://www.portalinmobiliario.com/MLC-2117635420-departamento-tarapaca-id-89126-_JM#position=24&search_layout=grid&type=item&tracking_id=a9bfc503-6d66-41ac-9061-e01bb7879329
Lord Cochrane, Bulnes, Santiago, RM (Metropolitana)|1985|34|1|1|-33.448399|-70.6550119|https://www.portalinmobiliario.com/MLC-2061309154-departamento-lord-cochrane-id-81528-_JM#position=6&search_layout=grid&type=item&tracking_id=84c27398-c5c1-449f-b543-ec3b2ad13dae
Manuel Antonio Tocornal 601, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2100|28|1|1|-33.4506982|-70.640063|https://www.portalinmobiliario.com/MLC-1456456067-1d1b-tocornal-601-metro-parque-almagro-_JM#position=14&search_layout=grid&type=item&tracking_id=a41fa647-0bae-4ea6-9ec5-79625c9e43ea
Pedro Lagos, 1390, Parque O'Higgins, Santiago, RM (Metropolitana)|2284|90|2|1|-33.4666133|-70.6521532|https://www.portalinmobiliario.com/MLC-2383572746-venta-departamento-2hab-1ba-santiago-_JM#position=12&search_layout=grid&type=item&tracking_id=897e07f3-c4af-4cb8-ad87-1246ad58dcf0
Santa Isabel/lira, Santa Isabel, Santiago, RM (Metropolitana)|2444|36|1|1|-33.4502272|-70.6378106|https://www.portalinmobiliario.com/MLC-1474827745-departamento-santa-isabellira-_JM#position=39&search_layout=grid&type=item&tracking_id=ef61270b-cd58-4502-9b81-583dd0b0a3a3
