direccion|precio_uf|metros_cuadrados|dormitorios|banios|estaciones_de_metro_tmin|estaciones_de_metro_tmax|estaciones_de_metro_tavg|estaciones_de_metro_dmin|estaciones_de_metro_dmax|estaciones_de_metro_davg|paraderos_tmin|paraderos_tmax|paraderos_tavg|paraderos_dmin|paraderos_dmax|paraderos_davg|jardines_infantiles_tmin|jardines_infantiles_tmax|jardines_infantiles_tavg|jardines_infantiles_dmin|jardines_infantiles_dmax|jardines_infantiles_davg|colegios_tmin|colegios_tmax|colegios_tavg|colegios_dmin|colegios_dmax|colegios_davg|universidades_tmin|universidades_tmax|universidades_tavg|universidades_dmin|universidades_dmax|universidades_davg|plazas_tmin|plazas_tmax|plazas_tavg|plazas_dmin|plazas_dmax|plazas_davg|supermercados_tmin|supermercados_tmax|supermercados_tavg|supermercados_dmin|supermercados_dmax|supermercados_davg|farmacias_tmin|farmacias_tmax|farmacias_tavg|farmacias_dmin|farmacias_dmax|farmacias_davg|centros_comerciales_tmin|centros_comerciales_tmax|centros_comerciales_tavg|centros_comerciales_dmin|centros_comerciales_dmax|centros_comerciales_davg|clinicas_tmin|clinicas_tmax|clinicas_tavg|clinicas_dmin|clinicas_dmax|clinicas_davg|hospitales_tmin|hospitales_tmax|hospitales_tavg|hospitales_dmin|hospitales_dmax|hospitales_davg
Amunátegui 630, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3000|54|2|2|5.0|10.0|8.0|427.0|766.0|628.7|2.0|3.0|2.5|181.0|265.0|212.2|3.0|9.0|7.6|211.0|734.0|595.8|6.0|8.0|7.2|468.0|643.0|555.4|7.0|12.0|10.0|557.0|904.0|761.2|2.0|5.0|3.0|175.0|356.0|246.8|6.0|10.0|7.4|480.0|762.0|573.8|0.0|5.0|3.2|20.0|420.0|278.2|7.0|12.0|9.8|568.0|932.0|769.8|5.0|13.0|9.2|413.0|982.0|718.2||||||
Venta Depto. 2d 1b, San Francisco 28, Santiago, Bulnes, Santiago, RM (Metropolitana)|2400|65|2|1|4.0|11.0|8.0|350.0|886.0|636.0|2.0|3.0|2.2|149.0|212.0|176.8|3.0|6.0|4.8|217.0|436.0|363.6|3.0|8.0|5.6|240.0|632.0|447.2|7.0|10.0|9.0|564.0|786.0|713.6|3.0|8.0|6.0|242.0|624.0|464.8|3.0|9.0|6.6|256.0|716.0|523.8|2.0|3.0|2.6|164.0|242.0|210.8|5.0|8.0|6.8|354.0|616.0|522.2|5.0|10.0|8.2|395.0|768.0|630.8|7.0|11.0|9.0|542.0|823.0|682.5
San Isidro // Eleuterio Ramirez, Santa Isabel, Santiago, RM (Metropolitana)|3787|70|2|2|11.0|12.0|11.5|880.0|938.0|909.0|2.0|4.0|3.0|195.0|343.0|265.6|2.0|7.0|5.2|194.0|572.0|416.6|2.0|7.0|5.2|147.0|575.0|407.2|3.0|11.0|6.8|206.0|877.0|533.8|0.0|7.0|4.0|12.0|514.0|288.6|4.0|11.0|8.8|302.0|861.0|669.4|6.0|8.0|7.4|483.0|652.0|591.8|12.0|13.0|12.5|910.0|988.0|949.0|9.0|12.0|10.2|671.0|917.0|782.0|3.0|13.0|8.3|204.0|984.0|628.7
Oportunidad De Inversion En Metro Irarrazaval, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2553|54|2|1|6.0|12.0|9.0|458.0|905.0|681.5|2.0|4.0|3.0|139.0|275.0|233.5|11.0|11.0|11.0|834.0|894.0|864.0|2.0|6.0|3.8|194.0|440.0|294.0|||||||6.0|9.0|6.8|466.0|726.0|535.6|6.0|9.0|8.0|463.0|730.0|633.4|3.0|4.0|3.8|260.0|333.0|299.4|||||||8.0|13.0|10.5|619.0|992.0|805.5||||||
Santa Elena, 895, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2850|42|2|1|7.0|13.0|10.0|530.0|977.0|753.5|3.0|4.0|3.2|211.0|347.0|253.2|11.0|12.0|11.5|823.0|906.0|864.5|3.0|6.0|4.4|266.0|498.0|341.2|||||||7.0|10.0|7.8|538.0|798.0|607.4|5.0|10.0|7.8|391.0|772.0|619.0|4.0|5.0|4.6|298.0|379.0|344.6|||||||7.0|12.0|9.5|584.0|957.0|770.5||||||
Santiaguillo 1146, 8360274 Santiago, Región Metropolitana, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|1209|29|1|1|8.0|9.0|8.5|661.0|700.0|680.5|2.0|3.0|2.6|161.0|226.0|196.4|3.0|9.0|6.6|249.0|704.0|521.0|2.0|5.0|4.0|176.0|407.0|315.8|11.0|11.0|11.0|882.0|882.0|882.0|6.0|10.0|8.2|460.0|805.0|650.4|4.0|10.0|6.2|274.0|805.0|493.5|2.0|7.0|5.5|176.0|569.0|440.0|||||||9.0|11.0|10.0|678.0|869.0|763.3|10.0|11.0|10.5|777.0|873.0|825.0
Portugal 810, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2650|55|2|2|10.0|12.0|11.0|804.0|971.0|887.5|0.0|2.0|1.5|38.0|186.0|138.2|8.0|8.0|8.0|593.0|593.0|593.0|6.0|7.0|6.6|465.0|584.0|535.0|10.0|10.0|10.0|791.0|791.0|791.0|8.0|11.0|9.8|636.0|894.0|774.6|4.0|13.0|7.6|282.0|983.0|602.6|4.0|7.0|5.8|318.0|572.0|449.4|||||||7.0|13.0|10.5|547.0|983.0|814.2||||||
Claudio Gay, Barrio República, Santiago, RM (Metropolitana)|2470|39|1|1|11.0|11.0|11.0|871.0|871.0|871.0|3.0|4.0|3.4|232.0|318.0|270.6|2.0|11.0|8.8|153.0|886.0|680.2|3.0|8.0|5.8|261.0|599.0|454.2|2.0|8.0|6.6|124.0|645.0|505.4|10.0|11.0|10.2|795.0|839.0|808.2|7.0|7.0|7.0|548.0|548.0|548.0|11.0|13.0|12.0|882.0|977.0|921.8|7.0|13.0|9.5|569.0|996.0|747.8|8.0|8.0|8.0|655.0|655.0|655.0||||||
Avenida Ricardo Cumming 1350, Santiago, Chile, Parque Los Reyes, Santiago, RM (Metropolitana)|2850|70|2|2|||||||2.0|4.0|3.0|136.0|322.0|234.3|3.0|11.0|7.0|200.0|836.0|532.4|5.0|10.0|8.8|359.0|819.0|688.2|||||||7.0|13.0|9.8|563.0|990.0|756.0|10.0|10.0|10.0|762.0|762.0|762.0|8.0|11.0|9.3|636.0|860.0|723.3||||||||||||||||||
Lira / Gral Jofre / Marin, Santa Isabel, Santiago, RM (Metropolitana)|2665|29|1|1|11.0|12.0|11.5|857.0|956.0|906.5|2.0|5.0|3.8|166.0|425.0|311.8|3.0|8.0|6.6|219.0|624.0|524.0|4.0|8.0|5.8|284.0|639.0|449.8|3.0|9.0|5.4|216.0|694.0|424.4|4.0|6.0|5.0|278.0|503.0|400.5|5.0|10.0|7.6|374.0|777.0|582.2|4.0|7.0|5.8|338.0|577.0|466.4|||||||5.0|12.0|7.8|391.0|939.0|602.5|4.0|11.0|7.0|280.0|836.0|540.2
|1650|0|0|0|6.0|12.0|9.0|442.0|971.0|706.5|2.0|4.0|3.2|146.0|277.0|223.0|5.0|11.0|8.6|397.0|855.0|677.6|4.0|7.0|5.2|278.0|541.0|410.0|11.0|11.0|11.0|863.0|863.0|863.0|8.0|11.0|9.8|624.0|858.0|763.0|6.0|12.0|9.3|460.0|905.0|713.3|3.0|9.0|5.8|232.0|711.0|451.0|||||||10.0|10.0|10.0|755.0|795.0|775.0|12.0|12.0|12.0|924.0|924.0|924.0
Eleuterio Ramírez 825, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|2661|52|2|2|8.0|11.0|10.0|632.0|872.0|783.7|0.0|4.0|2.6|22.0|349.0|216.2|4.0|7.0|5.8|276.0|557.0|439.2|6.0|8.0|7.2|436.0|661.0|567.0|6.0|11.0|9.4|496.0|863.0|735.4|5.0|7.0|5.8|384.0|584.0|474.4|5.0|7.0|6.4|396.0|564.0|500.2|4.0|5.0|4.6|304.0|411.0|360.0|8.0|13.0|10.8|657.0|991.0|841.0|7.0|12.0|10.0|571.0|900.0|792.8|6.0|13.0|9.5|488.0|981.0|734.5
Victoria / San Diego 1309, Parque O'Higgins, Santiago, RM (Metropolitana)|2650|40|2|1|||||||3.0|4.0|3.8|249.0|322.0|300.2|6.0|9.0|7.2|448.0|675.0|546.8|4.0|6.0|5.4|295.0|505.0|420.4|||||||4.0|4.0|4.0|324.0|324.0|324.0|2.0|9.0|5.3|156.0|671.0|400.3|3.0|13.0|8.8|204.0|990.0|671.8|||||||9.0|9.0|9.0|693.0|693.0|693.0|10.0|10.0|10.0|774.0|774.0|774.0
Lira, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2670|45|2|1|13.0|13.0|13.0|987.0|987.0|987.0|4.0|5.0|4.8|303.0|418.0|372.0|||||||4.0|8.0|6.2|295.0|659.0|492.0|7.0|7.0|7.0|551.0|551.0|551.0|6.0|12.0|9.0|456.0|966.0|711.0|||||||7.0|13.0|10.3|529.0|982.0|802.3|||||||3.0|7.0|5.0|253.0|548.0|386.0|7.0|7.0|7.0|547.0|547.0|547.0
Departamento Lord Cochrane, Bulnes, Santiago, RM (Metropolitana)|2438|44|2|1|7.0|12.0|9.8|584.0|961.0|782.2|2.0|3.0|2.6|117.0|262.0|205.4|2.0|10.0|5.8|179.0|811.0|461.6|3.0|6.0|3.8|209.0|437.0|297.2|2.0|5.0|3.6|194.0|357.0|288.6|6.0|7.0|6.8|474.0|572.0|524.8|5.0|8.0|6.8|404.0|608.0|531.6|3.0|7.0|5.0|265.0|580.0|396.0|7.0|8.0|7.5|513.0|627.0|570.0|4.0|9.0|7.2|332.0|732.0|564.0||||||
Chacabuco, Parque Los Reyes, Santiago, RM (Metropolitana)|2800|53|3|2|||||||2.0|4.0|3.0|180.0|339.0|255.2|7.0|10.0|8.7|521.0|772.0|675.0|6.0|10.0|8.0|482.0|772.0|631.4|||||||8.0|12.0|10.0|655.0|924.0|789.5|2.0|9.0|5.7|160.0|669.0|441.3|6.0|10.0|8.0|468.0|809.0|645.3||||||||||||||||||
Herrera/ Avda. Mapocho, Parque Los Reyes, Santiago, RM (Metropolitana)|1962|45|2|1|||||||3.0|4.0|3.8|263.0|316.0|287.8|5.0|11.0|9.0|382.0|897.0|694.5|4.0|9.0|7.2|343.0|705.0|565.6|||||||9.0|13.0|11.3|669.0|992.0|875.0|4.0|12.0|7.5|295.0|931.0|577.2|7.0|9.0|7.7|522.0|673.0|572.7||||||||||||||||||
Arturo Prat 1942, Franklin - Biobío, Santiago, RM (Metropolitana)|2190|37|1|1|10.0|12.0|11.0|772.0|900.0|836.0|0.0|3.0|2.2|2.0|264.0|165.8|5.0|9.0|7.2|412.0|723.0|554.4|3.0|7.0|6.0|196.0|560.0|452.0|||||||5.0|12.0|9.2|365.0|964.0|730.8|4.0|6.0|5.0|349.0|479.0|414.0|2.0|4.0|3.0|145.0|327.0|238.4|4.0|7.0|5.5|337.0|557.0|447.0|||||||13.0|13.0|13.0|990.0|990.0|990.0
General Gana, Franklin - Biobío, Santiago, RM (Metropolitana)|3000|42|2|2|10.0|12.0|11.0|757.0|973.0|865.0|2.0|4.0|3.0|164.0|321.0|242.0|4.0|9.0|6.0|333.0|704.0|472.2|3.0|7.0|5.2|208.0|554.0|398.8|||||||6.0|10.0|8.5|461.0|770.0|657.0|4.0|12.0|8.3|332.0|972.0|662.7|3.0|5.0|3.6|198.0|399.0|285.6|7.0|7.0|7.0|567.0|570.0|568.5|||||||12.0|12.0|12.0|970.0|970.0|970.0
Amunategui, 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3500|52|2|2|5.0|10.0|8.0|382.0|806.0|618.3|0.0|3.0|1.8|22.0|239.0|150.2|3.0|9.0|7.2|257.0|707.0|572.4|5.0|8.0|6.8|423.0|622.0|535.0|7.0|13.0|10.2|511.0|990.0|794.4|2.0|4.0|3.0|149.0|311.0|227.4|6.0|9.0|7.2|453.0|717.0|556.8|0.0|5.0|3.2|25.0|356.0|247.0|7.0|12.0|9.6|542.0|905.0|743.6|5.0|12.0|9.4|387.0|957.0|745.2||||||
Metro Santa Ana, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2280|41|2|1|0.0|0.0|0.0|14.0|14.0|14.0|2.0|3.0|2.2|150.0|204.0|173.4|6.0|7.0|6.2|441.0|541.0|495.6|4.0|8.0|5.8|347.0|651.0|463.0|5.0|12.0|9.2|356.0|921.0|719.4|2.0|6.0|4.4|147.0|499.0|348.6|6.0|11.0|8.8|478.0|876.0|688.2|4.0|6.0|5.2|294.0|470.0|393.2|9.0|12.0|11.0|702.0|973.0|875.7|10.0|13.0|11.5|754.0|980.0|889.5||||||
Carmen / Santa Victoria, Santa Isabel, Santiago, RM (Metropolitana)|2850|32|1|1|||||||2.0|5.0|4.0|118.0|424.0|310.4|4.0|8.0|7.0|276.0|655.0|539.2|5.0|7.0|5.8|381.0|580.0|466.6|2.0|11.0|6.0|191.0|882.0|475.8|3.0|6.0|4.6|256.0|452.0|353.2|5.0|11.0|9.4|373.0|854.0|726.4|8.0|10.0|9.0|662.0|779.0|714.8|||||||6.0|11.0|8.7|471.0|861.0|673.7|6.0|13.0|9.3|457.0|989.0|714.3
San Isidro, Santa Isabel, Santiago, RM (Metropolitana)|2400|44|2|1|9.0|12.0|10.5|703.0|962.0|832.5|0.0|4.0|2.6|19.0|326.0|209.0|3.0|6.0|4.4|216.0|460.0|319.6|2.0|7.0|3.4|120.0|568.0|272.6|3.0|11.0|7.2|217.0|881.0|577.8|3.0|8.0|5.8|265.0|598.0|456.2|0.0|10.0|6.4|35.0|742.0|506.6|4.0|7.0|5.6|306.0|528.0|429.4|9.0|10.0|9.5|733.0|811.0|772.0|6.0|12.0|9.0|453.0|948.0|704.8|6.0|10.0|8.0|466.0|753.0|609.5
San Diego, Franklin - Biobío, Santiago, RM (Metropolitana)|1850|38|2|1|5.0|11.0|7.0|398.0|876.0|557.6|2.0|3.0|2.7|158.0|221.0|199.7|3.0|10.0|7.2|218.0|792.0|551.8|3.0|6.0|4.2|215.0|483.0|327.0|12.0|12.0|12.0|952.0|952.0|952.0|4.0|9.0|6.8|345.0|680.0|526.2|9.0|9.0|9.0|734.0|734.0|734.0|2.0|3.0|2.5|191.0|212.0|201.5|3.0|11.0|6.3|240.0|893.0|511.7|||||||8.0|8.0|8.0|658.0|658.0|658.0
San Diego 1473, Parque O'Higgins, Santiago, RM (Metropolitana)|1100|21|0|1|||||||2.0|5.0|3.4|120.0|417.0|262.6|4.0|8.0|6.2|324.0|633.0|480.4|3.0|7.0|5.0|263.0|561.0|389.2|||||||6.0|6.0|6.0|467.0|467.0|467.0|4.0|12.0|8.5|320.0|938.0|662.0|5.0|11.0|9.0|389.0|878.0|711.4|||||||11.0|11.0|11.0|837.0|837.0|837.0|12.0|12.0|12.0|918.0|918.0|918.0
Metro Moneda, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2690|53|2|2|7.0|12.0|9.4|519.0|918.0|740.6|2.0|4.0|3.0|170.0|325.0|242.2|3.0|11.0|8.0|223.0|857.0|620.8|2.0|8.0|5.4|132.0|613.0|413.8|8.0|10.0|9.2|609.0|814.0|734.2|2.0|7.0|5.2|179.0|545.0|396.8|3.0|7.0|6.0|220.0|565.0|458.8|2.0|3.0|2.6|120.0|250.0|202.6|7.0|10.0|8.4|526.0|792.0|652.4|4.0|10.0|7.0|304.0|749.0|540.4||||||
Victor Manuel/victoria, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|1774|46|3|0|9.0|9.0|9.0|713.0|713.0|713.0|2.0|4.0|2.8|128.0|321.0|212.0|6.0|12.0|9.0|447.0|910.0|697.8|6.0|9.0|6.8|441.0|716.0|522.0|12.0|12.0|12.0|969.0|969.0|969.0|6.0|12.0|8.3|462.0|909.0|642.3|5.0|11.0|9.0|372.0|888.0|714.3|8.0|12.0|10.0|655.0|944.0|800.0|||||||||||||9.0|9.0|9.0|680.0|680.0|680.0
Sector Santa Isabel, Santa Isabel, Santiago, RM (Metropolitana)|3264|26|1|1|8.0|8.0|8.0|611.0|611.0|611.0|2.0|4.0|3.2|170.0|326.0|259.2|3.0|11.0|7.0|231.0|886.0|564.6|3.0|7.0|5.5|215.0|571.0|428.5|2.0|10.0|7.8|148.0|811.0|623.2|3.0|8.0|5.8|216.0|653.0|447.6|3.0|9.0|5.8|246.0|733.0|471.8|2.0|7.0|4.2|150.0|554.0|328.6|||||||2.0|13.0|8.7|171.0|986.0|674.0|10.0|12.0|11.0|757.0|918.0|837.5
Arturo Prat / Parque Almagro, San Diego, Santiago, RM (Metropolitana)|3150|47|2|1|5.0|5.0|5.0|354.0|354.0|354.0|4.0|4.0|4.0|282.0|329.0|302.2|5.0|10.0|7.2|360.0|771.0|559.2|7.0|9.0|8.2|508.0|709.0|633.6|7.0|10.0|9.0|533.0|807.0|708.7|2.0|9.0|5.8|173.0|701.0|438.2|6.0|10.0|8.0|484.0|765.0|626.0|4.0|5.0|4.2|305.0|415.0|340.8|11.0|11.0|11.0|869.0|869.0|869.0|4.0|10.0|7.7|288.0|745.0|567.3||||||
Almirante Latorre 402, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|2650|51|2|2|9.0|10.0|9.5|673.0|815.0|744.0|2.0|4.0|3.2|176.0|304.0|258.8|2.0|4.0|3.6|181.0|346.0|288.4|3.0|6.0|4.8|231.0|473.0|364.0|4.0|5.0|4.8|337.0|427.0|390.8|4.0|8.0|7.0|273.0|663.0|546.0|2.0|11.0|6.6|161.0|877.0|512.8|3.0|11.0|6.4|266.0|848.0|503.6|||||||7.0|8.0|7.5|523.0|587.0|555.0||||||
Huérfanos Con Amunategui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2392|55|3|2|7.0|10.0|8.8|555.0|804.0|684.0|2.0|4.0|2.8|144.0|350.0|219.8|5.0|10.0|7.8|423.0|814.0|628.8|3.0|11.0|6.4|250.0|857.0|505.8|8.0|12.0|10.5|647.0|946.0|833.0|3.0|6.0|4.8|251.0|459.0|383.8|2.0|9.0|5.8|169.0|724.0|456.6|2.0|3.0|2.2|132.0|223.0|177.0|4.0|9.0|7.0|316.0|696.0|552.0|5.0|9.0|7.6|376.0|695.0|591.8||||||
San Isidro 234, Santa Isabel, Santiago, RM (Metropolitana)|1800|28|1|1|9.0|12.0|10.5|703.0|962.0|832.5|0.0|4.0|2.6|19.0|326.0|209.0|3.0|6.0|4.4|216.0|460.0|319.6|2.0|7.0|3.4|120.0|568.0|272.6|3.0|11.0|7.2|217.0|881.0|577.8|3.0|8.0|5.8|265.0|598.0|456.2|0.0|10.0|6.4|35.0|742.0|506.6|4.0|7.0|5.6|306.0|528.0|429.4|9.0|10.0|9.5|733.0|811.0|772.0|6.0|12.0|9.0|453.0|948.0|704.8|6.0|10.0|8.0|466.0|753.0|609.5
Avenida Matta, San Diego, Santiago, RM (Metropolitana)|2688|50|2|2|||||||2.0|2.0|2.0|118.0|157.0|146.2|7.0|13.0|10.0|522.0|994.0|752.7|2.0|3.0|2.6|156.0|244.0|203.2|7.0|7.0|7.0|541.0|541.0|541.0|9.0|13.0|11.2|738.0|976.0|871.8|8.0|9.0|8.5|653.0|694.0|673.5|2.0|12.0|7.2|131.0|953.0|577.6|||||||9.0|11.0|9.7|727.0|850.0|769.7|7.0|10.0|8.5|585.0|807.0|696.0
Coquimbo 65, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2200|37|2|1|7.0|7.0|7.0|577.0|577.0|577.0|2.0|3.0|2.6|129.0|271.0|200.6|12.0|12.0|12.0|928.0|928.0|928.0|2.0|6.0|4.0|182.0|502.0|326.0|11.0|11.0|11.0|832.0|832.0|832.0|7.0|11.0|8.8|511.0|844.0|682.0|7.0|10.0|8.6|560.0|763.0|681.2|3.0|8.0|7.0|254.0|651.0|557.6|||||||4.0|9.0|7.0|279.0|725.0|553.3||||||
Lira 526, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|3500|62|2|2|11.0|11.0|11.0|878.0|878.0|878.0|0.0|5.0|3.4|15.0|419.0|273.6|3.0|12.0|7.8|222.0|974.0|605.4|3.0|9.0|5.8|238.0|740.0|462.6|5.0|11.0|7.2|415.0|827.0|558.2|4.0|8.0|5.5|312.0|635.0|438.0|6.0|9.0|7.8|481.0|738.0|622.8|5.0|9.0|7.2|416.0|695.0|553.2|||||||5.0|13.0|9.3|362.0|990.0|719.0|8.0|12.0|10.3|638.0|934.0|797.3
(fnb 10448) San Diego Esq Victoria, Parque O'Higgins, Santiago, RM (Metropolitana)|2290|33|2|1|||||||3.0|4.0|3.8|249.0|322.0|300.2|6.0|9.0|7.2|448.0|675.0|546.8|4.0|6.0|5.4|295.0|505.0|420.4|||||||4.0|4.0|4.0|324.0|324.0|324.0|2.0|9.0|5.3|156.0|671.0|400.3|3.0|13.0|8.8|204.0|990.0|671.8|||||||9.0|9.0|9.0|693.0|693.0|693.0|10.0|10.0|10.0|774.0|774.0|774.0
Tucapel Jiménez 136, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2200|36|1|1|6.0|12.0|8.8|496.0|945.0|683.2|2.0|4.0|3.4|167.0|327.0|257.8|3.0|10.0|8.4|254.0|764.0|642.4|4.0|7.0|5.2|334.0|528.0|414.6|6.0|7.0|6.8|450.0|557.0|523.8|3.0|7.0|5.8|212.0|524.0|441.6|5.0|10.0|7.2|383.0|808.0|574.2|4.0|5.0|4.8|329.0|400.0|370.8|11.0|13.0|12.0|831.0|989.0|921.5|5.0|11.0|8.0|386.0|892.0|626.4||||||
Vicuña Mackenna - Ñuble, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2400|37|1|1|7.0|7.0|7.0|575.0|575.0|575.0|4.0|6.0|5.0|307.0|462.0|390.8|8.0|8.0|8.0|588.0|588.0|588.0|6.0|7.0|6.5|505.0|555.0|530.0|||||||9.0|10.0|9.5|690.0|793.0|741.5|6.0|6.0|6.0|464.0|464.0|464.0||||||||||||||||||||||||
Luminoso Y Comodo Depto 2d/2b, Santiago, Santa Isabel, Santiago, RM (Metropolitana)|2900|60|2|2|10.0|13.0|11.3|783.0|979.0|881.7|0.0|5.0|3.5|26.0|389.0|263.2|3.0|8.0|6.8|220.0|631.0|513.0|3.0|9.0|5.4|211.0|669.0|415.4|3.0|8.0|5.2|232.0|621.0|414.6|2.0|7.0|4.8|164.0|532.0|383.2|4.0|10.0|6.8|339.0|761.0|543.0|4.0|6.0|5.0|302.0|503.0|400.2|12.0|12.0|12.0|957.0|957.0|957.0|5.0|12.0|7.5|375.0|946.0|585.2|3.0|10.0|6.2|207.0|764.0|477.0
Santo Domingo 600 - 900, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2000|26|1|1|4.0|11.0|8.6|322.0|834.0|666.4|0.0|2.0|1.3|2.0|183.0|122.3|7.0|7.0|7.0|544.0|544.0|544.0|9.0|12.0|10.5|673.0|916.0|794.5|2.0|6.0|3.5|146.0|491.0|275.5|6.0|11.0|9.0|446.0|878.0|706.2|3.0|6.0|4.6|234.0|465.0|354.2|3.0|5.0|4.0|210.0|423.0|325.2|4.0|8.0|6.4|315.0|652.0|497.0|5.0|9.0|7.2|403.0|693.0|561.2||||||
Carmen/argomedo 1 Dormitorio + Bodega, Santa Isabel, Santiago, RM (Metropolitana)|1900|34|1|1|||||||2.0|5.0|3.4|159.0|369.0|262.0|4.0|11.0|7.8|326.0|833.0|590.0|5.0|7.0|5.8|369.0|571.0|456.2|6.0|11.0|8.0|433.0|866.0|629.2|4.0|6.0|5.2|322.0|498.0|407.0|8.0|13.0|9.4|612.0|992.0|729.2|8.0|10.0|9.0|641.0|778.0|710.8|||||||9.0|12.0|10.5|664.0|932.0|798.0|9.0|12.0|10.5|700.0|940.0|820.0
San Pablo Con Amnategui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1650|0|1|1|7.0|12.0|9.3|520.0|926.0|716.3|2.0|3.0|2.5|166.0|232.0|200.5|2.0|13.0|9.8|184.0|982.0|763.8|5.0|10.0|7.8|387.0|745.0|601.0|7.0|12.0|10.0|568.0|940.0|780.3|0.0|7.0|4.8|35.0|549.0|371.0|5.0|10.0|8.8|426.0|813.0|702.0|4.0|8.0|6.6|301.0|626.0|513.0|9.0|12.0|10.7|736.0|913.0|824.3|9.0|12.0|10.5|665.0|900.0|782.5||||||
Maimónides 551, Santa Isabel, Santiago, RM (Metropolitana)|4769|56|2|2|5.0|12.0|8.5|405.0|900.0|652.5|2.0|4.0|3.4|169.0|281.0|246.0|6.0|10.0|8.2|451.0|765.0|631.0|3.0|5.0|3.8|236.0|363.0|307.0|6.0|13.0|10.6|483.0|994.0|821.0|5.0|9.0|7.2|415.0|676.0|561.0|3.0|8.0|5.4|270.0|650.0|416.2|3.0|6.0|3.8|209.0|481.0|300.2|||||||7.0|8.0|7.5|560.0|661.0|610.5|9.0|11.0|10.0|723.0|893.0|808.0
Se Vende Departamento - Metro Moneda, Bulnes, Santiago, RM (Metropolitana)|1890|32|1|1|6.0|11.0|9.8|464.0|886.0|755.6|0.0|3.0|2.0|26.0|237.0|158.8|3.0|10.0|6.2|259.0|781.0|509.2|2.0|5.0|3.8|132.0|379.0|264.8|3.0|5.0|4.2|244.0|382.0|329.8|5.0|8.0|5.8|354.0|601.0|437.6|4.0|6.0|5.4|284.0|500.0|420.2|3.0|5.0|3.8|206.0|429.0|299.2|5.0|7.0|6.0|393.0|507.0|450.0|3.0|9.0|6.6|234.0|698.0|510.6||||||
Avenida Rondizzoni 2030, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|2970|49|2|1|7.0|7.0|7.0|553.0|553.0|553.0|2.0|3.0|2.8|147.0|234.0|202.2|||||||5.0|12.0|8.5|379.0|968.0|658.8|11.0|11.0|11.0|834.0|834.0|834.0|8.0|12.0|10.2|643.0|950.0|802.4|||||||6.0|6.0|6.0|489.0|489.0|489.0||||||||||||||||||
San Martín 733, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3700|65|2|2|6.0|12.0|9.3|436.0|947.0|718.7|0.0|2.0|1.3|24.0|184.0|119.3|8.0|9.0|8.8|652.0|715.0|689.2|4.0|7.0|5.6|309.0|525.0|442.0|6.0|7.0|6.5|490.0|566.0|528.0|3.0|6.0|4.6|248.0|429.0|337.0|8.0|10.0|9.2|591.0|799.0|707.2|4.0|8.0|5.8|280.0|661.0|445.8|10.0|11.0|10.5|769.0|827.0|798.0|9.0|12.0|10.5|667.0|921.0|794.0||||||
Avenida Santa Rosa 265, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|3500|80|3|2|9.0|13.0|11.3|693.0|975.0|873.3|2.0|5.0|3.8|119.0|351.0|271.5|2.0|7.0|5.0|193.0|533.0|388.6|4.0|8.0|6.2|334.0|607.0|479.6|5.0|13.0|9.8|424.0|985.0|764.2|3.0|8.0|6.0|208.0|593.0|442.8|4.0|10.0|7.2|335.0|769.0|574.8|5.0|7.0|5.8|392.0|518.0|465.2|9.0|13.0|10.7|724.0|991.0|834.3|9.0|12.0|11.4|699.0|964.0|887.8|4.0|10.0|7.0|277.0|771.0|524.0
Nataniel Cox, Parque Almagro, Santiago, RM (Metropolitana)|2800|52|2|1|6.0|10.0|8.0|439.0|796.0|626.7|3.0|4.0|3.2|221.0|280.0|253.5|5.0|8.0|6.4|391.0|612.0|505.0|4.0|6.0|5.4|317.0|484.0|427.8|0.0|6.0|3.2|18.0|490.0|261.4|4.0|8.0|6.2|302.0|616.0|485.2|5.0|8.0|6.8|390.0|646.0|540.6|5.0|7.0|5.8|400.0|536.0|455.2|9.0|10.0|9.5|704.0|772.0|738.0|4.0|11.0|7.6|311.0|870.0|611.4||||||
