direccion|precio_uf|metros_cuadrados|dormitorios|banios|latitude|longitude|url
Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2350|42|2|1|-33.445222|-70.657366|https://www.portalinmobiliario.com/MLC-2372844702-se-vende-departamento-en-santiago-centro-2d-1b-_JM#position=12&search_layout=grid&type=item&tracking_id=34983efa-9680-42f4-9f81-377a79c05b49
Lord Cochrane /padre Miguel Olivares, Bulnes, Santiago, RM (Metropolitana)|3500|45|2|1|-33.449341|-70.6550924|https://www.portalinmobiliario.com/MLC-2336582958-lord-cochrane-padre-miguel-olivares-_JM#position=7&search_layout=grid&type=item&tracking_id=7e8ec5ac-2a0f-4a76-b794-1e4d8f2968f1
Santa Lucía 282, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|10000|185|4|3|-33.4392314|-70.6442946|https://www.portalinmobiliario.com/MLC-2369894064-departamento-totalmente-remodelado-y-amoblado-en-venta-_JM#position=6&search_layout=grid&type=item&tracking_id=b1d873fb-aff6-4adb-ab65-ba5a75f26ed0
Aldunate 1200 - 1500, Santiago, Región Metropolitana, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|1950|48|3|1|-33.4640132|-70.6538884|https://www.portalinmobiliario.com/MLC-1458750243-3d-1b-2-cuadras-metro-rondizzoni-acepto-subsidio-_JM#position=38&search_layout=grid&type=item&tracking_id=19e9dcd2-f0ff-4664-bb16-516cea3bc611
Eleuterio Ramírez 825, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|1990|34|1|1|-33.4482341|-70.6474475|https://www.portalinmobiliario.com/MLC-1461488811-departamento-metro-u-de-chile-parque-almagro-1d-1b-34m2-_JM#position=35&search_layout=grid&type=item&tracking_id=5991b0a2-9c87-4b6d-a62d-b9638dc74856
General Mackenna Con Avenida Manuel Rodriguez, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3050|55|2|2|-33.4331831|-70.659563|https://www.portalinmobiliario.com/MLC-2276239492-departamento-en-venta-de-2-dormgeneral-mackenna-santiago-_JM#position=13&search_layout=grid&type=item&tracking_id=b1d873fb-aff6-4adb-ab65-ba5a75f26ed0
Av. Manuel Rodríguez 881, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2500|43|2|1|-33.433426|-70.660057|https://www.portalinmobiliario.com/MLC-2293901002-edificio-av-manuel-rodriguez-vista-sur-piso-19-_JM#position=19&search_layout=grid&type=item&tracking_id=34983efa-9680-42f4-9f81-377a79c05b49
Metro Santa Isabel, Santa Isabel, Santiago, RM (Metropolitana)|2100|37|1|1|-33.4476245|-70.633635|https://www.portalinmobiliario.com/MLC-2117526962-lindo-departamento-cercano-a-metro-santa-isabel-_JM#position=16&search_layout=grid&type=item&tracking_id=6f016e3d-3959-473d-ae51-0ff529e9c633
Libertad - Cómodo Y Funcional, Barrio Yungay, Santiago, RM (Metropolitana)|1800|40|2|1|-33.4371424|-70.6748691|https://www.portalinmobiliario.com/MLC-2379761990-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=41&search_layout=grid&type=item&tracking_id=22c846a4-8db2-4cdf-9360-cb3db1e09ce6
Santa Rosa, 0, Bulnes, Santiago, RM (Metropolitana)|5000|91|3|2|-33.448018|-70.645068|https://www.portalinmobiliario.com/MLC-1460558917-venta-departamento-3d-y-2b-muy-amplio-_JM#position=28&search_layout=grid&type=item&tracking_id=028e1403-868e-4d2f-ba9a-cb1e2d4c4752
Avenida Santa Rosa, 5741, Ciudad del Niño, San Miguel, RM (Metropolitana)|1680|42|2|1|-33.510707|-70.6381036|https://www.portalinmobiliario.com/MLC-2314890082-oportunidad-departamento-en-san-miguel-_JM#position=2&search_layout=grid&type=item&tracking_id=b9c42142-432a-4b34-879f-6f4a7bb0a619
José Miguel Carrera, 240 (jmc801), Ejército - Toesca, Santiago, RM (Metropolitana)|2100|34|1|1|-33.4505025|-70.6632013|https://www.portalinmobiliario.com/MLC-1464920295-jose-miguel-carrera-240-jmc801-_JM#position=19&search_layout=grid&type=item&tracking_id=f9b62b41-977e-400b-aafc-7dae576bf0ba
Toesca 2002, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|1770|34|1|1|-33.4538001|-70.6630415|https://www.portalinmobiliario.com/MLC-2353389690-se-vende-amplio-depto-calle-toesca-con-almirante-latorre-_JM#position=18&search_layout=grid&type=item&tracking_id=b05586f8-2e03-41b0-89b8-331f8affd440
Moneda 2100 - 2400, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)|2956|56|3|2|-33.4437979|-70.6668259|https://www.portalinmobiliario.com/MLC-2117734358-moneda-ricardo-cumming-maturana-barrio-brasil-oportunidad-_JM#position=43&search_layout=grid&type=item&tracking_id=9b63cc9a-bb9f-4622-af73-96d5c6576b07
Agustinas 1500 - 1800, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1750|35|1|1|-33.4417741|-70.6593934|https://www.portalinmobiliario.com/MLC-2276083272-en-venta-departamento-calle-agustinas-metro-santa-ana-_JM#position=47&search_layout=grid&type=item&tracking_id=46781530-2038-47ff-9995-a7ec07fbfa02
Santo Domingo 755 600 - 800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1612|25|1|1|-33.4357452|-70.6480792|https://www.portalinmobiliario.com/MLC-1478142691-hermosa-vista-de-santiago-_JM#position=43&search_layout=grid&type=item&tracking_id=958c33f1-abd7-48a3-9d06-660520505b9d
Lord Cochrane Y Padre Miguel Olivares, Bulnes, Santiago, RM (Metropolitana)|1950|47|2|1|-33.4489544|-70.654834|https://www.portalinmobiliario.com/MLC-1475830797-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=25&search_layout=grid&type=item&tracking_id=98d86d59-1cf9-435d-bf9f-4b9f369b3137
José Miguel De La Barra 508, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|8500|200|8|2|-33.4363799|-70.6437145|https://www.portalinmobiliario.com/MLC-2244119394-metro-bellas-artes-espectacular-departamento-rebajado-_JM#position=39&search_layout=grid&type=item&tracking_id=06e9d37c-e4c7-42cc-8f32-41c52f1a460f
Santa Isabel, Santiago, RM (Metropolitana)|7000|155|5|3|-33.442626|-70.633836|https://www.portalinmobiliario.com/MLC-1470018847-venta-departamento-cercano-parque-bustamante-_JM#position=28&search_layout=grid&type=item&tracking_id=70748f2c-508c-40ba-a7a7-76ab9f1e63f0
Metro Toesca / Parque Almagro, Parque Almagro, Santiago, RM (Metropolitana)|5490|60|2|2|-33.4553001|-70.6565212|https://www.portalinmobiliario.com/MLC-2182539770-metro-toesca-parque-almagro-_JM#position=44&search_layout=grid&type=item&tracking_id=0c81ca27-5b6d-4e81-a06d-cbca10b4a524
Barrio República, Santiago, RM (Metropolitana)|2250|39|1|1|-33.4525836|-70.6671721|https://www.portalinmobiliario.com/MLC-2104451660-excelente-oportunidad-de-inversion-barrio-universitario-_JM#position=34&search_layout=grid&type=item&tracking_id=8953249a-388f-48f0-8e85-4e0ca3a83c18
Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2100|38|1|1|-33.4433331|-70.6591261|https://www.portalinmobiliario.com/MLC-1465483841-ideal-para-inversionistas-muy-buena-conectividad-_JM#position=19&search_layout=grid&type=item&tracking_id=0c8d3af2-2e85-4fae-a943-78b219316675
Portugal/ Marin, Barrio República, Santiago, RM (Metropolitana)|2990|53|2|2|-33.4488897|-70.6692655|https://www.portalinmobiliario.com/MLC-1468156241-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=34&search_layout=grid&type=item&tracking_id=53c24ed8-8154-483a-b32b-25ed7ae1a889
Departamento Semi Nuevo Cerca A Parque Almagro, Santa Isabel, Santiago, RM (Metropolitana)|2800|50|2|1|-33.4506007|-70.6425454|https://www.portalinmobiliario.com/MLC-2224412446-departamento-semi-nuevo-cerca-a-parque-almagro-_JM#position=21&search_layout=grid&type=item&tracking_id=696cc160-a6d3-4dac-b97e-d61f40b18e11
Barrio República, Santiago, RM (Metropolitana)|2400|48|1|1|-33.4530495|-70.6696088|https://www.portalinmobiliario.com/MLC-2287378576-oportunidad-departamento-av-espana-1d-1b-1bd-_JM#position=14&search_layout=grid&type=item&tracking_id=08583c8e-4fe9-4051-82a4-aa9ad5a506e4
Catedral 1885, Barrio Brasil, Santiago, RM (Metropolitana)|1980|31|1|1|-33.4384843|-70.6634593|https://www.portalinmobiliario.com/MLC-1474655341-venta-depto-santa-ana-_JM#position=26&search_layout=grid&type=item&tracking_id=eb609bb0-7d42-4cfe-86bb-e04898ff9373
Arturo Prat Con Eleuterio Ramírez, San Diego, Santiago, RM (Metropolitana)|1300|20|1|1|-33.4490548|-70.6492125|https://www.portalinmobiliario.com/MLC-1474929043-departamento-en-venta-1-ambiente-1300-uf-arrenda-santiago-_JM#position=34&search_layout=grid&type=item&tracking_id=977fb512-8e1f-4907-83b6-57e2bf3439c5
Oportunidad De Inversión, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2600|50|2|1|-33.443196|-70.6598459|https://www.portalinmobiliario.com/MLC-2250526852-oportunidad-de-inversion-4508-_JM#position=41&search_layout=grid&type=item&tracking_id=bbc2987f-5e46-4725-94b0-5c392ab02fd9
Dieciocho 715, Parque Almagro, Santiago, RM (Metropolitana)|2920|56|2|1|-33.45491|-70.656624|https://www.portalinmobiliario.com/MLC-1469545433-edificio-dieciocho-vista-sur-piso-3-_JM#position=33&search_layout=grid&type=item&tracking_id=ad89b61c-35d9-4370-9a9f-5c52e7f12fa2
Plaza Los Reyes, Parque Los Reyes, Santiago, RM (Metropolitana)|3628|0|3|3|-33.4294869|-70.6696063|https://www.portalinmobiliario.com/MLC-1460493513-departamento-en-venta-de-3-dorm-en-santiago-_JM#position=31&search_layout=grid&type=item&tracking_id=184bf467-db98-4bf4-85e2-918796730ae5
Arturo Prat, San Diego, Santiago, RM (Metropolitana)|4400|55|2|2|-33.4531819|-70.6483971|https://www.portalinmobiliario.com/MLC-1435015181-departamento-arturo-prat-id-106195-_JM#position=12&search_layout=grid&type=item&tracking_id=479a64ac-b4db-4747-96ed-f9eeb769ac5b
Metro Los Héroes/metro Santa Ana, Barrio Brasil, Santiago, RM (Metropolitana)|2500|36|1|1|-33.4436432|-70.6633869|https://www.portalinmobiliario.com/MLC-2125547390-venta-departamento-1-dormitorio-1-bano-santiago-centro-_JM#position=30&search_layout=grid&type=item&tracking_id=9b63cc9a-bb9f-4622-af73-96d5c6576b07
Departamento En Santiago, Parque Los Reyes, Santiago, RM (Metropolitana)|3850|52|2|1|-33.4325753|-70.6796123|https://www.portalinmobiliario.com/MLC-2338447138-departamento-en-santiago-_JM#position=17&search_layout=grid&type=item&tracking_id=030364f5-77bc-491f-b366-9b2612cd13f0
Mapocho, 1450, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1950|38|1|1|-33.432096|-70.658147|https://www.portalinmobiliario.com/MLC-1461697199-hermoso-depto-en-venta-1d1b-vista-despejada-_JM#position=3&search_layout=grid&type=item&tracking_id=cac34015-82c8-48da-84ce-baa4479e3461
Nataniel Cox Opción Estacionamiento, Parque Almagro, Santiago, RM (Metropolitana)|3500|60|2|2|-33.4504743|-70.6531878|https://www.portalinmobiliario.com/MLC-1472386167-nataniel-cox-opcion-estacionamiento-_JM#position=32&search_layout=grid&type=item&tracking_id=1bf44437-986d-4cfe-8f9c-77f07a1dd275
Abate Molina, Barrio República, Santiago, RM (Metropolitana)|2339|29|1|1|-33.4553|-70.6721199|https://www.portalinmobiliario.com/MLC-2350093342-abate-molina-25220-_JM#position=15&search_layout=grid&type=item&tracking_id=00c1dc4f-c55a-480c-aac4-7759a2d54f8a
San Ignacio 1124, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|1962|55|3|1|-33.4608502|-70.654926|https://www.portalinmobiliario.com/MLC-1461213283-vendo-departamento-santiago-centro-_JM#position=16&search_layout=grid&type=item&tracking_id=c387fd51-ec6e-4a4e-9857-2b3350d793a3
Libertad / Av. Mapocho, Parque Los Reyes, Santiago, RM (Metropolitana)|2400|60|3|2|-33.4325053|-70.674543|https://www.portalinmobiliario.com/MLC-1478159485-departamento-en-venta-en-santiago-_JM#position=31&search_layout=grid&type=item&tracking_id=64df58f2-3ec4-45f4-8a50-e80c8a66a26a
Huérfanos 1919, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)|2270|44|1|1|-33.4406318|-70.6638406|https://www.portalinmobiliario.com/MLC-2212378928-huerfanos-1919-a-departamento-43-block-a-_JM#position=21&search_layout=grid&type=item&tracking_id=53c24ed8-8154-483a-b32b-25ed7ae1a889
Santo Domingo 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|6650|122|3|3|-33.4364204|-70.6564865|https://www.portalinmobiliario.com/MLC-1451490233-depto-venta-3-dormitorios-en-santo-domingo-santiago-_JM#position=36&search_layout=grid&type=item&tracking_id=bd9e874a-566e-485f-93cd-a1c587410e63
Portugal / 10 De Julio, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3800|65|2|2|-33.4528418|-70.6339946|https://www.portalinmobiliario.com/MLC-2388752224-portugal-10-de-julio-_JM#position=1&search_layout=grid&type=item&tracking_id=e2bb7d32-69af-42e0-a7cd-04177582fe79
Santiago Concha, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|1612|30|1|1|-33.4625304|-70.6395944|https://www.portalinmobiliario.com/MLC-2117687078-departamento-santiago-concha-id-45008-_JM#position=45&search_layout=grid&type=item&tracking_id=e2e8c48d-6a91-468a-82a9-3a69cd776ba6
San Isidro, Santa Isabel, Santiago, RM (Metropolitana)|2000|34|1|1|-33.4454204|-70.6445289|https://www.portalinmobiliario.com/MLC-2151525664-departamento-san-isidro-id-109318-_JM#position=48&search_layout=grid&type=item&tracking_id=5f3427cd-b8da-4a35-aa22-08f3211398f4
Manuel Rodríguez Sur Con Copiapó, Parque Almagro, Santiago, RM (Metropolitana)|2250|41|2|1|-33.4557404|-70.6568198|https://www.portalinmobiliario.com/MLC-2258581620-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=10&search_layout=grid&type=item&tracking_id=9093ed2b-eb0d-4d38-96d9-198b69677791
Parque Forestal, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3490|46|1|1|-33.4355057|-70.6462622|https://www.portalinmobiliario.com/MLC-2288735470-departamento-2d-sector-parque-forestal-_JM#position=39&search_layout=grid&type=item&tracking_id=060baa90-8b2b-435c-8bd4-78d129392cd3
Santa Elena / Ñuble, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|3200|66|3|2|-33.4668525|-70.6284459|https://www.portalinmobiliario.com/MLC-2381840182-santa-elena-nuble-_JM#position=18&search_layout=grid&type=item&tracking_id=5228b278-2f1a-4ecf-86ff-04dc450ac31b
Morandé / General Mackenna, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2850|53|2|2|-33.4336754|-70.6544766|https://www.portalinmobiliario.com/MLC-1460290105-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=23&search_layout=grid&type=item&tracking_id=7b2638ad-c012-4092-a870-1ec6daa43db2
Carmen, Santa Isabel, Santiago, RM (Metropolitana)|2015|42|2|1|-33.4481785|-70.6422291|https://www.portalinmobiliario.com/MLC-2297520874-carmen-_JM#position=26&search_layout=grid&type=item&tracking_id=2f69ac8f-a00c-437f-b1b8-df202a04db5c
Av. Santa Rosa // Cóndor, San Diego, Santiago, RM (Metropolitana)|2300|37|1|1|-33.4491079|-70.645171|https://www.portalinmobiliario.com/MLC-2336621506-av-santa-rosa-condor-_JM#position=45&search_layout=grid&type=item&tracking_id=915a17f7-94d3-4840-be5d-b109c30f5989
San Pablo - San Martín, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3300|40|2|2|-33.4343023|-70.6579636|https://www.portalinmobiliario.com/MLC-2271145470-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=30&search_layout=grid&type=item&tracking_id=4aad1e5b-ef77-4198-82c2-2fbed9ffeb76
General Jofré 107, Santa Isabel, Santiago, RM (Metropolitana)|2700|53|2|2|-33.444416|-70.634903|https://www.portalinmobiliario.com/MLC-2291543586-departamento-en-venta-cercano-a-metro-bustamante-_JM#position=15&search_layout=grid&type=item&tracking_id=f5a5c48c-379f-4bf6-92ea-caca240d87bd
Nataniel Cox 1302, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|2490|45|1|1|-33.4627281|-70.6510537|https://www.portalinmobiliario.com/MLC-1462974773-luminoso-departamento-santiago-centro-_JM#position=27&search_layout=grid&type=item&tracking_id=c387fd51-ec6e-4a4e-9857-2b3350d793a3
Nataniel Cox 683, Parque Almagro, Santiago, RM (Metropolitana)|2830|36|1|1|-33.454273|-70.652794|https://www.portalinmobiliario.com/MLC-1437586877-edificio-nataniel-cox-vista-oriente-piso-6-_JM#position=29&search_layout=grid&type=item&tracking_id=305f70e3-0de5-4b1b-b907-be6a325020f6
Gran Departamento, Bulnes, Santiago, RM (Metropolitana)|4210|76|3|2|-33.4483591|-70.6471555|https://www.portalinmobiliario.com/MLC-1475527025-gran-departamento-14737-_JM#position=41&search_layout=grid&type=item&tracking_id=5d04377c-6937-4a26-8154-fb26f02add0f
Santa Elena 1500 - 1800, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2200|44|2|1|-33.4663656|-70.6278835|https://www.portalinmobiliario.com/MLC-2313718766-metro-nuble-44-m2-terraza-piso-21-_JM#position=45&search_layout=grid&type=item&tracking_id=3d7f6e32-fa6b-4bfe-bb60-e2ccc3d34c09
Vendo Departamento 1 Dormitorio Con Estac, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2400|40|1|1|-33.4700254|-70.6258256|https://www.portalinmobiliario.com/MLC-2375743118-vendo-departamento-1-dormitorio-con-estac-20546-_JM#position=27&search_layout=grid&type=item&tracking_id=34ecf2cd-8e9a-46f6-b079-e8a3289cf79c
Amunategui 800 - 1000, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2550|60|2|2|-33.4341728|-70.6575785|https://www.portalinmobiliario.com/MLC-2175083112-rebajado-centro-historico-2-d-2-b-con-bodega-_JM#position=2&search_layout=grid&type=item&tracking_id=b1d873fb-aff6-4adb-ab65-ba5a75f26ed0
Gorbea, Ejército - Toesca, Santiago, RM (Metropolitana)|3100|52|2|2|-33.4527521|-70.6638867|https://www.portalinmobiliario.com/MLC-1472151075-departamento-gorbea-id-114673-_JM#position=33&search_layout=grid&type=item&tracking_id=70748f2c-508c-40ba-a7a7-76ab9f1e63f0
Blanco Encalada / Av Viel, Ejército - Toesca, Santiago, RM (Metropolitana)|2550|38|1|1|-33.4564267|-70.6594543|https://www.portalinmobiliario.com/MLC-2117622050-departamento-blanco-encalada-av-viel-id-98627-_JM#position=26&search_layout=grid&type=item&tracking_id=53c24ed8-8154-483a-b32b-25ed7ae1a889
Teatinos 630, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3390|90|2|1|-33.4363311|-70.6558218|https://www.portalinmobiliario.com/MLC-1456519713-excelente-departamento-_JM#position=45&search_layout=grid&type=item&tracking_id=10db1378-c25e-42a5-b41c-9af1cae34928
San Pablo / San Martin, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3000|61|1|1|-33.4342569|-70.6592747|https://www.portalinmobiliario.com/MLC-2303047136-departamento-en-venta-en-santiago-_JM#position=30&search_layout=grid&type=item&tracking_id=4d43185c-3bd9-4eb9-9ecb-e8325d08f967
Ejército - Toesca, Santiago, RM (Metropolitana)|4830|53|2|2|-33.4558367|-70.6638474|https://www.portalinmobiliario.com/MLC-1472921115-venta-2d-y-2b-con-estac-y-bodega-nuevo-_JM#position=15&search_layout=grid&type=item&tracking_id=4824a552-af29-4cd8-87fb-e5735ddcaf98
García Reyes 71, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)|3142|61|2|1|-33.4453366|-70.6708269|https://www.portalinmobiliario.com/MLC-2320820830-venta-depto-semi-nuevo-2d1bbodega-_JM#position=35&search_layout=grid&type=item&tracking_id=5575e832-fec4-4dea-ac39-565149c89577
Tasa Asegurada Por 3 Años / Nuevo Metro Ñuble L5 L6 / Venta Sin Comisión, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2947|38|1|1|-33.4682265|-70.6266287|https://www.portalinmobiliario.com/MLC-2297215202-tasa-asegurada-por-3-anos-29-venta-sin-comision-nuevo-_JM#position=6&search_layout=grid&type=item&tracking_id=8135b74e-0736-439a-8350-292b89a32528
Claudio Gay 1800 - 2100, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|4900|78|3|2|-33.4545041|-70.6616879|https://www.portalinmobiliario.com/MLC-2339144936-oportunidad-con-2-estacionamientos-claudio-gay-vergara-_JM#position=47&search_layout=grid&type=item&tracking_id=b05586f8-2e03-41b0-89b8-331f8affd440
Toesca 1929, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|3118|50|2|22|-33.4532903|-70.6619476|https://www.portalinmobiliario.com/MLC-2374803478-departamento-en-mariposa-cerca-metro-_JM#position=11&search_layout=grid&type=item&tracking_id=242369c3-e4f3-4302-8812-fc2d99a49ef1
Metro Moneda - Dpto De 1d Y 1b Con Conexión A Lavadora, Bulnes, Santiago, RM (Metropolitana)|1836|30|1|1|-33.4477138|-70.6539794|https://www.portalinmobiliario.com/MLC-2323423310-metro-moneda-dpto-de-1d-y-1b-con-conexion-a-lavadora-_JM#position=26&search_layout=grid&type=item&tracking_id=df1cd368-12f0-449b-8dfa-a60cad47a1e6
Santiago Centro, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3200|40|2|1|-33.4452217|-70.6573657|https://www.portalinmobiliario.com/MLC-2269167176-impecable-departamento-en-venta-y-arriendo-2d-1-b-piscina-_JM#position=36&search_layout=grid&type=item&tracking_id=be84efed-8c56-4731-8f66-f7d3471098e6
Almirante Blanco Encalada, 1500 - 1800, Ejército - Toesca, Santiago, RM (Metropolitana)|2990|55|2|2|-33.456263|-70.658978|https://www.portalinmobiliario.com/MLC-2371371474-departamento-en-venta-2d-2b-_JM#position=7&search_layout=grid&type=item&tracking_id=d3d923c6-bf97-4816-a99f-80211895a8ae
Amunategui / General Mackenna, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|5150|85|2|2|-33.4340603|-70.6568565|https://www.portalinmobiliario.com/MLC-2117725164-departamento-amunategui-general-mackenna-id-75905-_JM#position=7&search_layout=grid&type=item&tracking_id=4824a552-af29-4cd8-87fb-e5735ddcaf98
Carmen 319, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|1850|35|1|1|-33.4476763|-70.6425686|https://www.portalinmobiliario.com/MLC-2049732992-1-dormitorio-bodega-metro-santa-lucia-_JM#position=35&search_layout=grid&type=item&tracking_id=a41fa647-0bae-4ea6-9ec5-79625c9e43ea
Nataniel Cox 300 - 600, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|2526|42|1|1|-33.4531807|-70.652872|https://www.portalinmobiliario.com/MLC-2164812510-depto-excelente-ubicacion-_JM#position=5&search_layout=grid&type=item&tracking_id=0c81ca27-5b6d-4e81-a06d-cbca10b4a524
Tarapacá, Bulnes, Santiago, RM (Metropolitana)|1650|32|1|1|-33.4471998|-70.6484014|https://www.portalinmobiliario.com/MLC-2117687250-departamento-tarapaca-id-79846-_JM#position=44&search_layout=grid&type=item&tracking_id=feed9058-fd81-49fc-b95e-4ff3f7520f6a
Avenida Ricardo Cumming 1350, Santiago, Chile, Parque Los Reyes, Santiago, RM (Metropolitana)|3550|0|3|2|-33.4294798|-70.6696252|https://www.portalinmobiliario.com/MLC-2094594344-departamento-en-venta-3-dorm-2-bano-y-bod-santiago-_JM#position=47&search_layout=grid&type=item&tracking_id=101a90e7-e1a4-4b22-a237-fd30b843ae5b
Santa Victoria / Carmen, Santa Isabel, Santiago, RM (Metropolitana)|2650|46|2|1|-33.4487329|-70.6415462|https://www.portalinmobiliario.com/MLC-2117648440-departamento-santa-victoria-carmen-id-81768-_JM#position=25&search_layout=grid&type=item&tracking_id=162b65d3-5ff2-4403-98f6-2babfe1e82fe
Oportunidad / Metro Bellas Artes, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1790|34|1|1|-33.4366289|-70.6473979|https://www.portalinmobiliario.com/MLC-1475457983-oportunidad-metro-bellas-artes-_JM#position=45&search_layout=grid&type=item&tracking_id=bbc2987f-5e46-4725-94b0-5c392ab02fd9
San Diego Con Pedro Lagos, Parque O'Higgins, Santiago, RM (Metropolitana)|2400|43|2|1|-33.4652963|-70.648944|https://www.portalinmobiliario.com/MLC-1448351047-departamento-en-venta-en-santiago-_JM#position=45&search_layout=grid&type=item&tracking_id=b724bf96-7df1-4fb5-85b5-dc888222771b
San Francisco 242 Santiago, Bulnes, Santiago, RM (Metropolitana)|3091|74|2|2|-33.4475242|-70.6467649|https://www.portalinmobiliario.com/MLC-2314978830-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=31&search_layout=grid&type=item&tracking_id=19fb1f01-4932-43df-907d-da92b14c9166
San Diego 255, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|1790|31|1|1|-33.4485746|-70.6509933|https://www.portalinmobiliario.com/MLC-2307842142-gran-oportunidad-para-vivir-en-excelente-ubicacion-_JM#position=43&search_layout=grid&type=item&tracking_id=5d04377c-6937-4a26-8154-fb26f02add0f
Jose Miguel Carrera, Ejército - Toesca, Santiago, RM (Metropolitana)|4800|110|2|2|-33.4519356|-70.6635963|https://www.portalinmobiliario.com/MLC-1441612809-regio-departamento-stgo-centro-toesca-_JM#position=5&search_layout=grid&type=item&tracking_id=861e6a3f-e77a-4c7e-bc20-867c51f8dae7
Rosas 1050, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3200|53|2|2|-33.4352087|-70.6521705|https://www.portalinmobiliario.com/MLC-2276174654-metro-plaza-de-armas-y-cal-y-canto-autopistas-_JM#position=16&search_layout=grid&type=item&tracking_id=8a9b04e0-0149-45bf-a8d6-f46fa7f16269
Nataniel Cox 600 - 900, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|2050|40|1|1|-33.4570584|-70.6517465|https://www.portalinmobiliario.com/MLC-1470427463-departamento-con-estacionamiento-_JM#position=23&search_layout=grid&type=item&tracking_id=aeec4c64-2f1b-4010-8dde-30ac1e686bb2
Avenida Santa Rosa 146, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2250|36|1|1|-33.4456381|-70.645078|https://www.portalinmobiliario.com/MLC-1463414125-ap-santa-rosa-146-estupendo-depto-1d-1b-_JM#position=20&search_layout=grid&type=item&tracking_id=8f23322d-dc57-45e6-8f55-f23cbf9b140a
Catedral 1289, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1950|32|1|1|-33.437557|-70.655304|https://www.portalinmobiliario.com/MLC-2324777708-edificio-catedral-piso-7-_JM#position=40&search_layout=grid&type=item&tracking_id=a10e7d70-60f1-4b35-ba57-4b58ccfe8b29
Avenida Santa Isabel 797, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|2600|0|2|1|-33.4506745|-70.6466544|https://www.portalinmobiliario.com/MLC-1459635281-metro-parque-almagro-_JM#position=30&search_layout=grid&type=item&tracking_id=fd97811e-d002-470c-ac7f-054d1c8a50ab
Santa Isabel, Santiago, RM (Metropolitana)|2162|0|1|1|-33.448944|-70.632744|https://www.portalinmobiliario.com/MLC-1472062867-oportunidad-depto-en-centro-de-santiago-para-inversion-_JM#position=41&search_layout=grid&type=item&tracking_id=6f016e3d-3959-473d-ae51-0ff529e9c633
