direccion|precio_uf|metros_cuadrados|dormitorios|banios|latitude|longitude|url
Santa Elena 1760, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2200|30|1|1|-33.466972|-70.627869|https://www.portalinmobiliario.com/MLC-1437573775-edificio-santa-elena-vista-oriente-piso-17-_JM#position=10&search_layout=grid&type=item&tracking_id=88f210af-410b-440c-bd0f-b2e479178e41
Calle San Ignacio De Loyola 824, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|2799|51|2|2|-33.4566164|-70.655479|https://www.portalinmobiliario.com/MLC-2275397474-metro-pque-ohiggins-oferta-2d2b-incluye-estacionamiento-_JM#position=24&search_layout=grid&type=item&tracking_id=97cde6bc-01c1-469f-98d7-49e578b4afd5
San Francisco / Eleuterio Ramírez, Bulnes, Santiago, RM (Metropolitana)|2600|53|2|2|-33.4485231|-70.6471107|https://www.portalinmobiliario.com/MLC-1438454183-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=35&search_layout=grid&type=item&tracking_id=75947e15-7cf0-4f78-a9b2-e1e14f47c5ba
Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1800|36|1|1|-33.441755|-70.647139|https://www.portalinmobiliario.com/MLC-1437357427-departamento-ubicacion-en-santiago-1dormitorio-_JM#position=9&search_layout=grid&type=item&tracking_id=051b4ada-34bb-4aee-88b0-2b4f22f6e389
Lira 399, Santa Isabel, Santiago, RM (Metropolitana)|3600|45|2|2|-33.447964|-70.639641|https://www.portalinmobiliario.com/MLC-1391248083-edificio-lira-1-est-piso-6-_JM#position=32&search_layout=grid&type=item&tracking_id=68af4bd7-e50c-4466-9cc9-6981513ff78d
Venta De Departamento Santa Isabel 3 Dormitorios, Santa Isabel, Santiago, RM (Metropolitana)|3171|61|3|2|-33.4487488|-70.6378057|https://www.portalinmobiliario.com/MLC-2381891732-venta-de-departamento-santa-isabel-3-dormitorios-_JM#position=26&search_layout=grid&type=item&tracking_id=1876426f-c6ea-4154-89ed-ecf6891ff8ae
Barrio República, Santiago, RM (Metropolitana)|2400|48|1|1|-33.4530495|-70.6696088|https://www.portalinmobiliario.com/MLC-2287378576-oportunidad-departamento-av-espana-1d-1b-1bd-_JM#position=2&search_layout=grid&type=item&tracking_id=dfa401a5-9e9e-4e75-8e65-fc63d4cbde22
San Martin/catedral, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2200|44|1|1|-33.4369671|-70.6578287|https://www.portalinmobiliario.com/MLC-2361578468-departamento-san-martincatedral-_JM#position=34&search_layout=grid&type=item&tracking_id=66bc2cea-04f4-46ec-af43-44861db2ec3d
Avenida Portugal, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3000|46|2|1|-33.4550133|-70.6332064|https://www.portalinmobiliario.com/MLC-1468454135-departamento-avenida-portugal-id-87836-_JM#position=36&search_layout=grid&type=item&tracking_id=7b2638ad-c012-4092-a870-1ec6daa43db2
Padre Luis De Valdivia, 300 - 600, Barrio Lastarria, Santiago, RM (Metropolitana)|3300|38|1|1|-33.4388962|-70.6419112|https://www.portalinmobiliario.com/MLC-2089611154-departamento-luminoso-en-corazon-de-lastarria-_JM#position=18&search_layout=grid&type=item&tracking_id=44b619c3-ad1c-4eeb-8fc9-84dcce2c1c18
San Pablo, 900 - 1200, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2435|52|2|1|-33.434207|-70.6536906|https://www.portalinmobiliario.com/MLC-2273287148-departamento-casco-historico-de-santiago-_JM#position=47&search_layout=grid&type=item&tracking_id=84c27398-c5c1-449f-b543-ec3b2ad13dae
Dpto 2d 1b 1e 1b-  Metro Santa Lucia, Bulnes, Santiago, RM (Metropolitana)|2590|42|2|1|-33.4473122|-70.6469738|https://www.portalinmobiliario.com/MLC-2378919530-dpto-2d-1b-1e-1b-metro-santa-lucia-20726-_JM#position=36&search_layout=grid&type=item&tracking_id=a68ff074-f63f-473d-989f-fc0b4c4b2072
Sin Gasto Comun, Amplios 2 Dorm+estac, San Diego, Santiago, RM (Metropolitana)|2199|57|2|1|-33.4580119|-70.6477292|https://www.portalinmobiliario.com/MLC-2360134236-sin-gasto-comun-amplios-2-dormestac-25746-_JM#position=27&search_layout=grid&type=item&tracking_id=fd97811e-d002-470c-ac7f-054d1c8a50ab
Lord Cochrane 1423,, Parque O'Higgins, Santiago, RM (Metropolitana)|1900|0|1|1|-33.465072|-70.652978|https://www.portalinmobiliario.com/MLC-1468432401-oportunidad-inversionistas-depto-1d-1b-stgo-centro-_JM#position=24&search_layout=grid&type=item&tracking_id=c3a18045-1d9b-4749-8ce3-9d0bd15942de
Aldunate 1525, Parque O'Higgins, Santiago, RM (Metropolitana)|2453|52|3|2|-33.466782|-70.653275|https://www.portalinmobiliario.com/MLC-2120539554-edificio-aldunate-1-bod-piso-12-_JM#position=28&search_layout=grid&type=item&tracking_id=c387fd51-ec6e-4a4e-9857-2b3350d793a3
Serrano 611, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|1800|40|2|1|-33.4524724|-70.6479555|https://www.portalinmobiliario.com/MLC-1462869217-venta-encantador-departamento-_JM#position=44&search_layout=grid&type=item&tracking_id=13777f65-dacc-4b37-b57f-c538378a588b
Av. Portugal 87, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana)|3225|64|2|1|-33.4429611|-70.6385466|https://www.portalinmobiliario.com/MLC-1476854403-vendo-amplio-depto-cercano-a-hospital-de-u-catolica-_JM#position=18&search_layout=grid&type=item&tracking_id=a8c2002b-11fb-4c60-813d-ee8b70250e71
Agustinas / Avda. Manuel Rodriguez, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2995|50|2|2|-33.4419532|-70.659432|https://www.portalinmobiliario.com/MLC-1466829957-venta-departamento-en-santiago-2-dorm-2-banos-mas-bodega-_JM#position=26&search_layout=grid&type=item&tracking_id=9edf42cc-b6d9-4871-ad16-be4d2119ff26
Santiago, Barrio Lastarria, Santiago, RM (Metropolitana)|4700|72|3|2|-33.4396973|-70.6412967|https://www.portalinmobiliario.com/MLC-1459628931-en-venta-departamento-en-lastarrias-santiago-_JM#position=20&search_layout=grid&type=item&tracking_id=44b619c3-ad1c-4eeb-8fc9-84dcce2c1c18
Santo Domingo 1470, Barrio Brasil, Santiago, RM (Metropolitana)|10|42|1|1|-33.4374514|-70.6646314|https://www.portalinmobiliario.com/MLC-2372343304-arriendo-departamento-santo-domingo-1470-o-vendo-_JM#position=20&search_layout=grid&type=item&tracking_id=3e7f88fd-8efd-42fb-b05a-1025963596ed
Fray Camilo Henríquez (piso 19), Barrio Diez de Julio, Santiago, RM (Metropolitana)|2900|54|3|2|-33.4511456|-70.6332743|https://www.portalinmobiliario.com/MLC-1440659359-departamento-fray-camilo-henriquez-piso-19-id-103143-_JM#position=16&search_layout=grid&type=item&tracking_id=c0ca3a4d-16e8-4b3e-a32c-ca17797820c3
San Pablo 1539, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3150|62|1|1|-33.4344051|-70.659408|https://www.portalinmobiliario.com/MLC-2278653940-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=1&search_layout=grid&type=item&tracking_id=1a8e966d-e97b-47e3-a9dd-ca78e7460257
Aconcagua, Parque Almagro, Santiago, RM (Metropolitana)|2700|50|2|1|-33.4591072|-70.6529548|https://www.portalinmobiliario.com/MLC-2256894998-aconcagua-_JM#position=39&search_layout=grid&type=item&tracking_id=cc3e9985-9fc0-4e7c-86ab-0563e313939a
Eleuterio Ramirez Con San Diego, San Diego, Santiago, RM (Metropolitana)|2090|48|2|1|-33.4491533|-70.6497087|https://www.portalinmobiliario.com/MLC-1454484665-departamento-en-venta-en-santiago-_JM#position=46&search_layout=grid&type=item&tracking_id=a0ed4bad-7e3b-43f2-877e-778507114d97
Av. España 1 - 300, Santiago, Chile, Barrio República, Santiago, RM (Metropolitana)|2607|55|2|2|-33.4500447|-70.6697354|https://www.portalinmobiliario.com/MLC-2091876654-se-vende-departamento-desocupado-tipo-mariposa-_JM#position=43&search_layout=grid&type=item&tracking_id=8953249a-388f-48f0-8e85-4e0ca3a83c18
Departamento En Venta 2d-1b, San Diego, Santiago, RM (Metropolitana)|2310|45|2|1|-33.4503259|-70.6491901|https://www.portalinmobiliario.com/MLC-2383636212-departamento-en-venta-2d-1b-18551-_JM#position=19&search_layout=grid&type=item&tracking_id=21a7b49d-9a90-4875-b5af-f4802f43c525
Santa Victoria Con Carmen, Santa Isabel, Santiago, RM (Metropolitana)|2850|40|1|1|-33.450697|-70.6405834|https://www.portalinmobiliario.com/MLC-2356962658-departamento-en-venta-de-1-dormitorio-1-bano-en-santiago-_JM#position=21&search_layout=grid&type=item&tracking_id=00fd1c14-15ca-45b1-8deb-44cba1879f11
Avenida Vicuña Mackenna 1231, Ñuñoa, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2100|30|1|1|-33.457326|-70.6296404|https://www.portalinmobiliario.com/MLC-2311456878-departamento-vende-excelente-inversion-matta-oriente-syp-_JM#position=25&search_layout=grid&type=item&tracking_id=1feaef49-5309-41cc-939b-0b2cd2306cac
Lord Cochrane 298, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|3190|60|2|2|-33.449928|-70.654455|https://www.portalinmobiliario.com/MLC-2372847798-departamento-iluminado-con-bodega-rebajado-_JM#position=1&search_layout=grid&type=item&tracking_id=d58f037f-94af-43e1-a616-1ad8477c5a2a
Lira, Santa Isabel, Santiago, RM (Metropolitana)|2400|45|2|1|-33.4490621|-70.639387|https://www.portalinmobiliario.com/MLC-2371433012-departamento-lira-id-123041-_JM#position=16&search_layout=grid&type=item&tracking_id=31680df8-d52e-42f4-8a30-8222d1c902d6
San Isidro/ Eleuterio Ramírez, Santa Isabel, Santiago, RM (Metropolitana)|3700|66|3|2|-33.4482408|-70.6437336|https://www.portalinmobiliario.com/MLC-2300141896-venta-departamento-3-dorm-en-santiago-san-isidro-_JM#position=29&search_layout=grid&type=item&tracking_id=6d4e128f-5275-4e06-8d7e-0c438f1d2669
San Martín 870, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2284|47|2|1|-33.4337903|-70.659152|https://www.portalinmobiliario.com/MLC-2162347040-departamento-en-venta-2-dorm-a-pasos-de-metro-santa-ana-_JM#position=38&search_layout=grid&type=item&tracking_id=cf516be5-79cc-42a9-9e55-a6a546ba85e4
Santo Domingo, 0, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|5850|107|3|3|-33.436428|-70.656155|https://www.portalinmobiliario.com/MLC-1476262185-bello-departamento-ubicado-en-el-centro-_JM#position=19&search_layout=grid&type=item&tracking_id=1a8e966d-e97b-47e3-a9dd-ca78e7460257
Eleuterio Ramírez 1292, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|4650|137|4|2|-33.4500618|-70.6531639|https://www.portalinmobiliario.com/MLC-2334910742-eleuterio-ramirez-1292-con-remodelaciones-_JM#position=31&search_layout=grid&type=item&tracking_id=14e0d470-229c-4585-a472-1cb8dec6b125
(mgg) San Diego , Santiago Centro 2d1b, Franklin - Biobío, Santiago, RM (Metropolitana)|3019|47|2|1|-33.4726795|-70.6481918|https://www.portalinmobiliario.com/MLC-2252012688-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=12&search_layout=grid&type=item&tracking_id=345d233d-17bc-4f9e-98cc-415c0712bb97
Lord Cochrane, Bulnes, Santiago, RM (Metropolitana)|2200|43|2|1|-33.4491319|-70.6537624|https://www.portalinmobiliario.com/MLC-1456371983-rebajado-venta-departamento-metro-almagro-santiago-_JM#position=29&search_layout=grid&type=item&tracking_id=c90c8392-2534-4859-ae8c-cdf6a80846da
Santa Isabel Con San Diego, San Diego, Santiago, RM (Metropolitana)|2390|52|1|1|-33.4502423|-70.6485452|https://www.portalinmobiliario.com/MLC-2369308556-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=16&search_layout=grid&type=item&tracking_id=19c2411a-352c-4da1-8518-8ed69b0a4822
Parque Almagro, Santiago, RM (Metropolitana)|3080|55|2|2|-33.450423|-70.656188|https://www.portalinmobiliario.com/MLC-1474938333-vendo-depto-metro-toesca-2dorm2banosboxbodega-_JM#position=47&search_layout=grid&type=item&tracking_id=f84434bd-34c7-4ec3-890a-7a818ed850a6
Dieciocho 747, Barrio República, Santiago, RM (Metropolitana)|2500|45|1|1|-33.4488897|-70.6692655|https://www.portalinmobiliario.com/MLC-1463753169-departamento-impecable-_JM#position=36&search_layout=grid&type=item&tracking_id=2c7cc6b8-ec00-4cc1-b647-fadd07f65965
San Ignacio 1200 - 1500, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|1200|25|1|1|-33.4665502|-70.6545852|https://www.portalinmobiliario.com/MLC-1458027715-metro-rondizzoni-_JM#position=26&search_layout=grid&type=item&tracking_id=92e60104-7d52-460c-8ad7-967871aeb542
Venta Departamento En Parque Los Reyes - Santiago, Parque Los Reyes, Santiago, RM (Metropolitana)|3100|65|3|2|-33.429584|-70.6692539|https://www.portalinmobiliario.com/MLC-1477274565-venta-departamento-en-parque-los-reyes-santiago-_JM#position=27&search_layout=grid&type=item&tracking_id=64df58f2-3ec4-45f4-8a50-e80c8a66a26a
San Diego, Parque Almagro, Santiago, RM (Metropolitana)|1790|32|1|1|-33.4495083|-70.6509101|https://www.portalinmobiliario.com/MLC-2306160998-departamento-san-diego-id-71916-_JM#position=17&search_layout=grid&type=item&tracking_id=f96ba0b0-3de0-4104-8e3c-5e6c8dd0cf46
Increíble Depto En Centro De Santiago, Santa Isabel, Santiago, RM (Metropolitana)|2956|51|2|1|-33.4494226|-70.643407|https://www.portalinmobiliario.com/MLC-1478071173-increible-depto-en-centro-de-santiago-27198-_JM#position=43&search_layout=grid&type=item&tracking_id=bace3b35-d932-42d7-89a5-7969285f1631
Santa Isabel, Santiago, RM (Metropolitana)|2100|32|1|0|-33.447568|-70.633414|https://www.portalinmobiliario.com/MLC-2131192438-se-vende-departamento-tipo-estudio-santiago-_JM#position=7&search_layout=grid&type=item&tracking_id=bace3b35-d932-42d7-89a5-7969285f1631
Metro Moneda, Bulnes, Santiago, RM (Metropolitana)|1950|34|1|1|-33.448439|-70.6552337|https://www.portalinmobiliario.com/MLC-1450264003-metro-moneda-_JM#position=34&search_layout=grid&type=item&tracking_id=5d04377c-6937-4a26-8154-fb26f02add0f
Mencía De Los Nidos, Parque Almagro, Santiago, RM (Metropolitana)|4300|70|3|2|-33.4509852|-70.6507939|https://www.portalinmobiliario.com/MLC-2332997004-departamento-mencia-de-los-nidos-id-67860-_JM#position=9&search_layout=grid&type=item&tracking_id=4c8b3c96-250c-4842-82c7-a83e71464974
Sazie / 1d &#43;1b / Piso 8, Ejército - Toesca, Santiago, RM (Metropolitana)|2195|45|1|1|-33.4503449|-70.6639216|https://www.portalinmobiliario.com/MLC-2188003970-sazie-1-d-43-1-b-piso-8-_JM#position=12&search_layout=grid&type=item&tracking_id=b05586f8-2e03-41b0-89b8-331f8affd440
San Pablo Con Amunátegui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3641|40|2|2|-33.4344302|-70.6579141|https://www.portalinmobiliario.com/MLC-2331102844-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=24&search_layout=grid&type=item&tracking_id=06e9d37c-e4c7-42cc-8f32-41c52f1a460f
Portugal 551, Santa Isabel, Santiago, RM (Metropolitana)|2768|62|3|1|-33.4487999|-70.6353204|https://www.portalinmobiliario.com/MLC-2321726584-rebajado-dpto-3-d2b-piso-7-oriente-portugal-con-sta-isabel-_JM#position=35&search_layout=grid&type=item&tracking_id=feed9058-fd81-49fc-b95e-4ff3f7520f6a
Amunategui, 810, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3509|70|3|2|-33.444036|-70.655786|https://www.portalinmobiliario.com/MLC-1460834377-3-dormitorios-estacionamientos-cerca-metro-_JM#position=9&search_layout=grid&type=item&tracking_id=d570d69c-33a2-4800-936c-b1b7af421e18
Merced 562, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2500|33|1|1|-33.437981|-70.644974|https://www.portalinmobiliario.com/MLC-1466606683-edificio-merced-piso-21-_JM#position=19&search_layout=grid&type=item&tracking_id=4d43185c-3bd9-4eb9-9ecb-e8325d08f967
Departamento En Venta Santiago Centro, Ejército - Toesca, Santiago, RM (Metropolitana)|3490|58|2|2|-33.454358|-70.6585154|https://www.portalinmobiliario.com/MLC-1475232203-departamento-en-venta-santiago-centro-19883-_JM#position=12&search_layout=grid&type=item&tracking_id=861e6a3f-e77a-4c7e-bc20-867c51f8dae7
Lord Cochrane 309, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|2800|46|2|2|-33.4505057|-70.6549995|https://www.portalinmobiliario.com/MLC-2078113620-venta-de-departamento-santiago-con-estacionamiento-m-moneda-_JM#position=19&search_layout=grid&type=item&tracking_id=fe6fe6ef-64eb-4a62-b350-0ed39423ca2d
Serrano 627, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|3300|54|2|2|-33.452731|-70.647903|https://www.portalinmobiliario.com/MLC-2131602894-oportunidad-se-vende-lindo-departamento-_JM#position=6&search_layout=grid&type=item&tracking_id=479a64ac-b4db-4747-96ed-f9eeb769ac5b
San Martín 300 - 600, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2284|48|2|1|-33.439687|-70.6581898|https://www.portalinmobiliario.com/MLC-2322874482-dpto-metro-santa-ana-2-dorm-amplios-estacionamiento-_JM#position=16&search_layout=grid&type=item&tracking_id=bd9e874a-566e-485f-93cd-a1c587410e63
Vicuña Mackenna / Metro Ñuble, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2590|38|1|1|-33.4693803|-70.6257478|https://www.portalinmobiliario.com/MLC-1456952895-departamento-en-venta-en-santiago-_JM#position=47&search_layout=grid&type=item&tracking_id=9af62994-e79b-4457-975c-89d4169b2d42
San Martín 873, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1881|37|1|1|-33.4337294|-70.6586822|https://www.portalinmobiliario.com/MLC-1459892829-1d-1b-ideal-para-invertir-u-oficina-_JM#position=42&search_layout=grid&type=item&tracking_id=130d45e9-a3ff-4952-8064-9797a7092027
Jofre Con Est Y Bod, Santa Isabel, Santiago, RM (Metropolitana)|3800|72|3|2|-33.4458578|-70.6399751|https://www.portalinmobiliario.com/MLC-1444846579-jofre-con-est-y-bod-_JM#position=17&search_layout=grid&type=item&tracking_id=5e123917-8ae4-4fbc-af57-c075ac0a25c3
Catedral/rafael Soto Mayor, Barrio Yungay, Santiago, RM (Metropolitana)|2287|37|1|1|-33.4398153|-70.6735258|https://www.portalinmobiliario.com/MLC-2371356166-ventadepartamentosantiagocentro1dormitorio1banometro-_JM#position=28&search_layout=grid&type=item&tracking_id=860b5343-80ff-4fb0-8114-58a9f2a757f3
Diagonal Vicuña Mackenna 2004, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2600|33|1|1|-33.4700769|-70.6260824|https://www.portalinmobiliario.com/MLC-1476553125-depto-en-venta-de-1-dorm-en-metro-nuble-_JM#position=12&search_layout=grid&type=item&tracking_id=1feaef49-5309-41cc-939b-0b2cd2306cac
Metro Santa Ana, Barrio Brasil, Santiago, RM (Metropolitana)|3736|74|3|2|-33.4391455|-70.6618435|https://www.portalinmobiliario.com/MLC-1463466051-venta-departamento-3-dorm-en-santiago-_JM#position=42&search_layout=grid&type=item&tracking_id=1bdbfddc-f1a0-4b7b-ae67-70a318523365
Serrano 1 - 300, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|2000|30|1|1|-33.448118|-70.6484594|https://www.portalinmobiliario.com/MLC-2339805396-departamento-para-inversion-en-santiago-centro-_JM#position=16&search_layout=grid&type=item&tracking_id=e0366b74-7e4c-4f2c-a25c-8e41c09b9fa8
Depto 45m2 Blanco Encalada Con Ejercito Libertador, Ejército - Toesca, Santiago, RM (Metropolitana)|2500|45|2|1|-33.4565903|-70.6596899|https://www.portalinmobiliario.com/MLC-1477857611-depto-2d431b-con-excelente-conectividad-stgo-sur-45m2-_JM#position=34&search_layout=grid&type=item&tracking_id=0aca173a-8391-45d9-af8f-2b97882ec3d4
Arturo Prat 300 - 600, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|2050|32|1|1|-33.4501102|-70.649028|https://www.portalinmobiliario.com/MLC-1475704335-moderno-departamento-con-vista-despejada-en-parque-almagro-_JM#position=20&search_layout=grid&type=item&tracking_id=0622dfbd-7753-4981-b918-d3fdfe03f135
Arturo Prat 655, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|2690|32|1|1|-33.4532512|-70.6485811|https://www.portalinmobiliario.com/MLC-2060739784-depto-1d1b-metro-parque-almagro-_JM#position=33&search_layout=grid&type=item&tracking_id=0622dfbd-7753-4981-b918-d3fdfe03f135
Argomedo, Santa Isabel, Santiago, RM (Metropolitana)|2455|36|1|1|-33.4502019|-70.6381432|https://www.portalinmobiliario.com/MLC-1468428609-departamento-argomedo-id-105315-_JM#position=38&search_layout=grid&type=item&tracking_id=bf05e5af-deb4-41cf-b5df-07ca4ec4e24d
Monjitas 298, Santiago, Chile, Barrio Lastarria, Santiago, RM (Metropolitana)|3279|100|2|1|-33.4368602|-70.6411589|https://www.portalinmobiliario.com/MLC-2388675920-departamento-remodelado-con-patio-_JM#position=42&search_layout=grid&type=item&tracking_id=21d5f292-c3a4-4509-9324-8684731a6cd3
Lira, Santa Isabel, Santiago, RM (Metropolitana)|3400|55|2|2|-33.4460071|-70.6394835|https://www.portalinmobiliario.com/MLC-1471802087-departamento-en-venta-de-2-dorm-buena-ubicacion-inversion-_JM#position=2&search_layout=grid&type=item&tracking_id=bace3b35-d932-42d7-89a5-7969285f1631
Vicuña Mackenna 563, Santa Isabel, Santiago, RM (Metropolitana)|2837|30|1|1|-33.4483596|-70.6322635|https://www.portalinmobiliario.com/MLC-2232163576-venta-hermoso-departamento-condominio-espacio-urbano-vicun-_JM#position=5&search_layout=grid&type=item&tracking_id=92f3fbc4-b221-4e2a-9eeb-264c988d4092
Avenida Mapocho, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1233|20|1|1|-33.4321863|-70.6592151|https://www.portalinmobiliario.com/MLC-1478056531-departamento-avenida-mapocho-id-18045-_JM#position=2&search_layout=grid&type=item&tracking_id=958c33f1-abd7-48a3-9d06-660520505b9d
(fnb) Lord Cochrane Esquina Victoria, Parque O'Higgins, Santiago, RM (Metropolitana)|2570|47|2|2|-33.4634377|-70.6530319|https://www.portalinmobiliario.com/MLC-2108420272-departamento-en-venta-de-2d432b-santiago-_JM#position=16&search_layout=grid&type=item&tracking_id=b2ec1abd-3dbc-4307-84f4-db2442c167f8
Marin Y Tocornal - Santiago, Región Metropolitana, Santa Isabel, Santiago, RM (Metropolitana)|3150|50|2|1|-33.4473861|-70.6408375|https://www.portalinmobiliario.com/MLC-2011946646-departamento-precio-rebajado-en-venta-de-2-dorm-en-santiago-_JM#position=40&search_layout=grid&type=item&tracking_id=a641bcb9-690b-417a-9aef-71503f226b7a
Departamentos Santiago 10% Dcto Bf 1d1b, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2400|32|1|1|-33.4692404|-70.6269076|https://www.portalinmobiliario.com/MLC-2352443608-departamentos-santiago-10-dcto-bf-1d1b-14636-_JM#position=30&search_layout=grid&type=item&tracking_id=9af62994-e79b-4457-975c-89d4169b2d42
San Martín, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2204|46|2|1|-33.438641|-70.6581827|https://www.portalinmobiliario.com/MLC-2156280922-departamento-san-martin-id-19529-_JM#position=4&search_layout=grid&type=item&tracking_id=50b8513f-2206-4e0d-8b15-0439a177dab8
Parque O'Higgins, Santiago, RM (Metropolitana)|4450|80|3|2|-33.464067|-70.6639281|https://www.portalinmobiliario.com/MLC-2272012990-departamento-3d-con-inmejorable-vista-parque-ohiggins-_JM#position=12&search_layout=grid&type=item&tracking_id=c387fd51-ec6e-4a4e-9857-2b3350d793a3
Ismael Valdés Vergara 600 - 900, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3800|72|2|1|-33.4341618|-70.6482804|https://www.portalinmobiliario.com/MLC-2356967870-en-distinguido-edificio-neoclasico-1949-_JM#position=32&search_layout=grid&type=item&tracking_id=8a9b04e0-0149-45bf-a8d6-f46fa7f16269
Nataniel Cox 599, Parque Almagro, Santiago, RM (Metropolitana)|2099|34|1|1|-33.4531918|-70.6528465|https://www.portalinmobiliario.com/MLC-2352576838-refv14016-1-dormitorio-1-bano-departamento-en-venta-_JM#position=36&search_layout=grid&type=item&tracking_id=ad89b61c-35d9-4370-9a9f-5c52e7f12fa2
Av. Vicuña Mackenna 1257, 8320000 Ñuñoa, Santiago, Región Metropolitana, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|1990|30|1|1|-33.4580274|-70.6294831|https://www.portalinmobiliario.com/MLC-2376678950-oportunidad-tasa-187-traspasable-a-pasos-metro-irarrazaval-_JM#position=24&search_layout=grid&type=item&tracking_id=5e8974c9-6d60-4df7-9e02-789d7654b321
José Victorino Lastarria, Barrio Lastarria, Santiago, RM (Metropolitana)|4838|60|2|2|-33.4373112|-70.641203|https://www.portalinmobiliario.com/MLC-2117635000-departamento-jose-victorino-lastarria-id-82647-_JM#position=16&search_layout=grid&type=item&tracking_id=57d97b73-890b-45d1-95ef-2187c7939a83
Santa Isabel /  Carmen, Santa Isabel, Santiago, RM (Metropolitana)|2123|46|3|1|-33.4498551|-70.6415648|https://www.portalinmobiliario.com/MLC-2367356740-santa-isabel-carmen-24935-_JM#position=47&search_layout=grid&type=item&tracking_id=0b042aba-594b-4c16-97f8-db33c237c16a
Avenida Ejército Libertador 300 - 600, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|1980|37|1|1|-33.4532613|-70.6600816|https://www.portalinmobiliario.com/MLC-2273916018-se-vende-departamento-1-ambiente-en-barrio-universitario-_JM#position=45&search_layout=grid&type=item&tracking_id=6e3687e4-55ff-4950-ba01-447ca3ee5f7b
Santa Rosa / Tarapacá, Bulnes, Santiago, RM (Metropolitana)|1600|30|1|1|-33.4469621|-70.6454498|https://www.portalinmobiliario.com/MLC-2093919820-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=34&search_layout=grid&type=item&tracking_id=08583c8e-4fe9-4051-82a4-aa9ad5a506e4
Enrique Mac Iver, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3490|45|2|1|-33.4355482|-70.6469136|https://www.portalinmobiliario.com/MLC-1457019847-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=32&search_layout=grid&type=item&tracking_id=6e951999-8e82-47f7-8d86-0cebf6b5a687
Manuel Rodriguez, 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2000|44|2|2|-33.4334243|-70.6600586|https://www.portalinmobiliario.com/MLC-1464543671-venta-departamento-estilo-mariposa-2d2b-_JM#position=26&search_layout=grid&type=item&tracking_id=139930be-c85f-41a0-af1f-a7c904327274
Ejército - Toesca, Santiago, RM (Metropolitana)|4830|53|2|2|-33.4558367|-70.6638474|https://www.portalinmobiliario.com/MLC-1472921115-venta-2d-y-2b-con-estac-y-bodega-nuevo-_JM#position=30&search_layout=grid&type=item&tracking_id=242369c3-e4f3-4302-8812-fc2d99a49ef1
General Bulnes, Parque Los Reyes, Santiago, RM (Metropolitana)|1941|54|3|1|-33.4311987|-70.6717136|https://www.portalinmobiliario.com/MLC-2148626480-departamento-en-venta-de-3-dorm-en-santiago-_JM#position=45&search_layout=grid&type=item&tracking_id=4c07cd07-fca8-4332-b038-41038ab571cb
